"scen_type","type_id","agents","lower_cost","lower_date","solution_cost","solution_date"
"even","1","107","49424","2022-11-29","63911","2022-11-29"
"even","1","108","50018","2022-11-29","",""
"even","1","109","50818","2022-11-29","69260","2022-11-29"
"even","1","110","50883","2022-11-29","68192","2022-11-29"
"even","1","111","51502","2022-11-29","69553","2022-11-29"
"even","1","112","51559","2022-11-29","",""
"even","1","113","52359","2022-11-29","71205","2022-11-29"
"even","1","114","52777","2022-11-29","71557","2022-11-29"
"even","1","115","52933","2022-11-29","73406","2022-11-29"
"even","1","116","53216","2022-11-29","73807","2022-11-29"
"even","1","117","53282","2022-11-29","75161","2022-11-29"
"even","1","118","53873","2022-11-29","79041","2022-11-29"
"even","1","119","54431","2022-11-29","75708","2022-11-29"
"even","1","120","54715","2022-11-29","81149","2022-11-29"
"even","1","121","55002","2022-11-29","75374","2022-11-29"
"even","1","122","55232","2022-11-29","77983","2022-11-29"
"even","1","123","55481","2022-11-29","77759","2022-11-29"
"even","1","124","56057","2022-11-29","79368","2022-11-29"
"even","1","125","56711","2022-11-29","82564","2022-11-29"
"even","1","126","57227","2022-11-29","82648","2022-11-29"
"even","1","127","57993","2022-11-29","82423","2022-11-29"
"even","1","128","58335","2022-11-29","",""
"even","1","129","58355","2022-11-29","82538","2022-11-29"
"even","1","130","59104","2022-11-29","87584","2022-11-29"
"even","1","131","59293","2022-11-29","",""
"even","1","132","59314","2022-11-29","90802","2022-11-29"
"even","1","133","60059","2022-11-29","",""
"even","1","134","60844","2022-11-29","",""
"even","2","1","705","2022-11-18","705","2022-11-18"
"even","2","2","1424","2022-11-18","1424","2022-11-18"
"even","2","3","2142","2022-11-18","2142","2022-11-18"
"even","2","4","2697","2022-11-18","2697","2022-11-18"
"even","2","5","3200","2022-11-18","3200","2022-11-18"
"even","2","6","3656","2022-11-18","3656","2022-11-18"
"even","2","7","3915","2022-11-18","3915","2022-11-18"
"even","2","8","4248","2022-11-18","4248","2022-11-18"
"even","2","9","4900","2022-11-18","4900","2022-11-18"
"even","2","10","5148","2022-11-18","5148","2022-11-18"
"even","2","11","5249","2022-11-18","5252","2022-11-29"
"even","2","12","5590","2022-11-18","5590","2022-11-18"
"even","2","13","6085","2022-11-18","6147","2022-11-29"
"even","2","14","6685","2022-11-18","6754","2022-11-29"
"even","2","15","6629","2022-11-29","6839","2022-11-29"
"even","2","16","6999","2022-11-29","7254","2022-11-29"
"even","2","17","7645","2022-11-29","7964","2022-11-29"
"even","2","18","8366","2022-11-29","8711","2022-11-29"
"even","2","19","8489","2022-11-29","8834","2022-11-29"
"even","2","20","8872","2022-11-29","9237","2022-11-29"
"even","2","21","9033","2022-11-29","9398","2022-11-29"
"even","2","22","9326","2022-11-29","9704","2022-11-29"
"even","2","23","9534","2022-11-29","10134","2022-11-29"
"even","2","24","10245","2022-11-29","10974","2022-11-29"
"even","2","25","10749","2022-11-29","11495","2022-11-29"
"even","2","26","10940","2022-11-29","11721","2022-11-29"
"even","2","27","11323","2022-11-29","12322","2022-11-29"
"even","2","28","11473","2022-11-29","12423","2022-11-29"
"even","2","29","12086","2022-11-29","13093","2022-11-29"
"even","2","30","12594","2022-11-29","13671","2022-11-29"
"even","2","31","12649","2022-11-29","13854","2022-11-29"
"even","2","32","12891","2022-11-29","14070","2022-11-29"
"even","2","33","13043","2022-11-29","14231","2022-11-29"
"even","2","34","13663","2022-11-29","14947","2022-11-29"
"even","2","35","14279","2022-11-29","15613","2022-11-29"
"even","2","36","14320","2022-11-29","15682","2022-11-29"
"even","2","37","14902","2022-11-29","16324","2022-11-29"
"even","2","38","14997","2022-11-29","16509","2022-11-29"
"even","2","39","15099","2022-11-29","16469","2022-11-29"
"even","2","40","15705","2022-11-29","17237","2022-11-29"
"even","2","41","16255","2022-11-29","17751","2022-11-29"
"even","2","42","16861","2022-11-29","18502","2022-11-29"
"even","2","43","17561","2022-11-29","19389","2022-11-29"
"even","2","44","18057","2022-11-29","19866","2022-11-29"
"even","2","45","18340","2022-11-29","19879","2022-11-29"
"even","2","46","19033","2022-11-29","20893","2022-11-29"
"even","2","47","19268","2022-11-29","21135","2022-11-29"
"even","2","48","19425","2022-11-29","21332","2022-11-29"
"even","2","49","19715","2022-11-29","21939","2022-11-29"
"even","2","50","19874","2022-11-29","21970","2022-11-29"
"even","2","51","20495","2022-11-29","23499","2022-11-29"
"even","2","52","20596","2022-11-29","23701","2022-11-29"
"even","2","53","20886","2022-11-29","23860","2022-11-29"
"even","2","54","21129","2022-11-29","24342","2022-11-29"
"even","2","55","21149","2022-11-29","24265","2022-11-29"
"even","2","56","21527","2022-11-29","24709","2022-11-29"
"even","2","57","22104","2022-11-29","25296","2022-11-29"
"even","2","58","22743","2022-11-29","26190","2022-11-29"
"even","2","59","23283","2022-11-29","26858","2022-11-29"
"even","2","60","23875","2022-11-29","27556","2022-11-29"
"even","2","61","24148","2022-11-29","27891","2022-11-29"
"even","2","62","24574","2022-11-29","28551","2022-11-29"
"even","2","63","25204","2022-11-29","29673","2022-11-29"
"even","2","64","25298","2022-11-29","30190","2022-11-29"
"even","2","65","25956","2022-11-29","31175","2022-11-29"
"even","2","66","25975","2022-11-29","31004","2022-11-29"
"even","2","67","26201","2022-11-29","31289","2022-11-29"
"even","2","68","26692","2022-11-29","32171","2022-11-29"
"even","2","69","27433","2022-11-29","33042","2022-11-29"
"even","2","70","27900","2022-11-29","33831","2022-11-29"
"even","2","71","28226","2022-11-29","34131","2022-11-29"
"even","2","72","28863","2022-11-29","34834","2022-11-29"
"even","2","73","29437","2022-11-29","35542","2022-11-29"
"even","2","74","29929","2022-11-29","35739","2022-11-29"
"even","2","75","30324","2022-11-29","36787","2022-11-29"
"even","2","76","30923","2022-11-29","37127","2022-11-29"
"even","2","77","30934","2022-11-29","38000","2022-11-29"
"even","2","78","31030","2022-11-29","38296","2022-11-29"
"even","2","79","31542","2022-11-29","38925","2022-11-29"
"even","2","80","31883","2022-11-29","39548","2022-11-29"
"even","2","81","32444","2022-11-29","40269","2022-11-29"
"even","2","82","33062","2022-11-29","41421","2022-11-29"
"even","2","83","33618","2022-11-29","41637","2022-11-29"
"even","2","84","33732","2022-11-29","41664","2022-11-29"
"even","2","85","34173","2022-11-29","42449","2022-11-29"
"even","2","86","34606","2022-11-29","42743","2022-11-29"
"even","2","87","34820","2022-11-29","42885","2022-11-29"
"even","2","88","35026","2022-11-29","43621","2022-11-29"
"even","2","89","35518","2022-11-29","44567","2022-11-29"
"even","2","90","35689","2022-11-29","45104","2022-11-29"
"even","2","91","36039","2022-11-29","45679","2022-11-29"
"even","2","92","36426","2022-11-29","45096","2022-11-29"
"even","2","93","37118","2022-11-29","47199","2022-11-29"
"even","2","94","37882","2022-11-29","48322","2022-11-29"
"even","2","95","38413","2022-11-29","49108","2022-11-29"
"even","2","96","39016","2022-11-29","49590","2022-11-29"
"even","2","97","39123","2022-11-29","49793","2022-11-29"
"even","2","98","39541","2022-11-29","50786","2022-11-29"
"even","2","99","39604","2022-11-29","51188","2022-11-29"
"even","2","100","39657","2022-11-29","51130","2022-11-29"
"even","2","101","39929","2022-11-29","52056","2022-11-29"
"even","2","102","40596","2022-11-29","51389","2022-11-29"
"even","2","103","40948","2022-11-29","53020","2022-11-29"
"even","2","104","41130","2022-11-29","54532","2022-11-29"
"even","2","105","41321","2022-11-29","53483","2022-11-29"
"even","2","106","41410","2022-11-29","54364","2022-11-29"
"even","2","107","42052","2022-11-29","54739","2022-11-29"
"even","2","108","42635","2022-11-29","55362","2022-11-29"
"even","2","109","42860","2022-11-29","56024","2022-11-29"
"even","2","110","42862","2022-11-29","56293","2022-11-29"
"even","2","111","43063","2022-11-29","56129","2022-11-29"
"even","2","112","43354","2022-11-29","56826","2022-11-29"
"even","2","113","43616","2022-11-29","57785","2022-11-29"
"even","2","114","43729","2022-11-29","57879","2022-11-29"
"even","2","115","44045","2022-11-29","59254","2022-11-29"
"even","2","116","44051","2022-11-29","59402","2022-11-29"
"even","2","117","44442","2022-11-29","59435","2022-11-29"
"even","2","118","44653","2022-11-29","60509","2022-11-29"
"even","2","119","45069","2022-11-29","60803","2022-11-29"
"even","2","120","45275","2022-11-29","61949","2022-11-29"
"even","2","121","45582","2022-11-29","62078","2022-11-29"
"even","2","122","45801","2022-11-29","62663","2022-11-29"
"even","2","123","46114","2022-11-29","63521","2022-11-29"
"even","2","124","46231","2022-11-29","62667","2022-11-29"
"even","2","125","46371","2022-11-29","",""
"even","2","126","46548","2022-11-29","64882","2022-11-29"
"even","2","127","46625","2022-11-29","65206","2022-11-29"
"even","2","128","47155","2022-11-29","64916","2022-11-29"
"even","2","129","47406","2022-11-29","65838","2022-11-29"
"even","2","130","47458","2022-11-29","64731","2022-11-29"
"even","2","131","48035","2022-11-29","67148","2022-11-29"
"even","2","132","48288","2022-11-29","68231","2022-11-29"
"even","2","133","48520","2022-11-29","67059","2022-11-29"
"even","2","134","48976","2022-11-29","68613","2022-11-29"
"even","2","135","49383","2022-11-29","70025","2022-11-29"
"even","2","136","49831","2022-11-29","69962","2022-11-29"
"even","2","137","50135","2022-11-29","70994","2022-11-29"
"even","2","138","50533","2022-11-29","72861","2022-11-29"
"even","2","139","50973","2022-11-29","72647","2022-11-29"
"even","2","140","51313","2022-11-29","72625","2022-11-29"
"even","2","141","51486","2022-11-29","72958","2022-11-29"
"even","2","142","52201","2022-11-29","75966","2022-11-29"
"even","2","143","52317","2022-11-29","75642","2022-11-29"
"even","2","144","52489","2022-11-29","76463","2022-11-29"
"even","2","145","53081","2022-11-29","77099","2022-11-29"
"even","2","146","53818","2022-11-29","78681","2022-11-29"
"even","2","147","54427","2022-11-29","79122","2022-11-29"
"even","2","148","54624","2022-11-29","79920","2022-11-29"
"even","2","149","54625","2022-11-29","79310","2022-11-29"
"even","2","150","55366","2022-11-29","79056","2022-11-29"
"even","2","151","55992","2022-11-29","",""
"even","2","152","56473","2022-11-29","80251","2022-11-29"
"even","2","153","56989","2022-11-29","81951","2022-11-29"
"even","2","154","57138","2022-11-29","81494","2022-11-29"
"even","2","155","57826","2022-11-29","83809","2022-11-29"
"even","2","156","58024","2022-11-29","84372","2022-11-29"
"even","2","157","58732","2022-11-29","86203","2022-11-29"
"even","2","158","58896","2022-11-29","93315","2022-11-29"
"even","2","159","59005","2022-11-29","85849","2022-11-29"
"even","2","160","59244","2022-11-29","87064","2022-11-29"
"even","2","161","59293","2022-11-29","85784","2022-11-29"
"even","2","162","59483","2022-11-29","",""
"even","2","163","59834","2022-11-29","87853","2022-11-29"
"even","2","164","59906","2022-11-29","87611","2022-11-29"
"even","2","165","60362","2022-11-29","86865","2022-11-29"
"even","2","166","61110","2022-11-29","88590","2022-11-29"
"even","2","167","61759","2022-11-29","93375","2022-11-29"
"even","2","168","62228","2022-11-29","",""
"even","2","169","62906","2022-11-29","93883","2022-11-29"
"even","2","170","62915","2022-11-29","",""
"even","2","171","63587","2022-11-29","",""
"even","3","1","391","2022-11-18","391","2022-11-18"
"even","3","2","729","2022-11-18","729","2022-11-18"
"even","3","3","912","2022-11-18","912","2022-11-18"
"even","3","4","1312","2022-11-18","1312","2022-11-18"
"even","3","5","1657","2022-11-18","1657","2022-11-18"
"even","3","6","1687","2022-11-18","1687","2022-11-18"
"even","3","7","1844","2022-11-18","1844","2022-11-18"
"even","3","8","2443","2022-11-18","2443","2022-11-18"
"even","3","9","2786","2022-11-18","2786","2022-11-18"
"even","3","10","3505","2022-11-18","3505","2022-11-18"
"even","3","11","3781","2022-11-18","3781","2022-11-18"
"even","3","12","4306","2022-11-18","4320","2022-11-29"
"even","3","13","4491","2022-11-18","4507","2022-11-29"
"even","3","14","4431","2022-11-29","4768","2022-11-29"
"even","3","15","4581","2022-11-29","5044","2022-11-29"
"even","3","16","4894","2022-11-29","5357","2022-11-29"
"even","3","17","4911","2022-11-29","5374","2022-11-29"
"even","3","18","5647","2022-11-29","6160","2022-11-29"
"even","3","19","6356","2022-11-29","6877","2022-11-29"
"even","3","20","6934","2022-11-29","7559","2022-11-29"
"even","3","21","7563","2022-11-29","8209","2022-11-29"
"even","3","22","7883","2022-11-29","8718","2022-11-29"
"even","3","23","8184","2022-11-29","9044","2022-11-29"
"even","3","24","8854","2022-11-29","9836","2022-11-29"
"even","3","25","9579","2022-11-29","10653","2022-11-29"
"even","3","26","10171","2022-11-29","11228","2022-11-29"
"even","3","27","10922","2022-11-29","11994","2022-11-29"
"even","3","28","10929","2022-11-29","12047","2022-11-29"
"even","3","29","11560","2022-11-29","12948","2022-11-29"
"even","3","30","11877","2022-11-29","13347","2022-11-29"
"even","3","31","12455","2022-11-29","13913","2022-11-29"
"even","3","32","12900","2022-11-29","14585","2022-11-29"
"even","3","33","13690","2022-11-29","15519","2022-11-29"
"even","3","34","13905","2022-11-29","15763","2022-11-29"
"even","3","35","14054","2022-11-29","16045","2022-11-29"
"even","3","36","14550","2022-11-29","16506","2022-11-29"
"even","3","37","14713","2022-11-29","16730","2022-11-29"
"even","3","38","15404","2022-11-29","17515","2022-11-29"
"even","3","39","16164","2022-11-29","18460","2022-11-29"
"even","3","40","16819","2022-11-29","19234","2022-11-29"
"even","3","41","17055","2022-11-29","19803","2022-11-29"
"even","3","42","17237","2022-11-29","19821","2022-11-29"
"even","3","43","17570","2022-11-29","20715","2022-11-29"
"even","3","44","18079","2022-11-29","21475","2022-11-29"
"even","3","45","18150","2022-11-29","21560","2022-11-29"
"even","3","46","18868","2022-11-29","22638","2022-11-29"
"even","3","47","18980","2022-11-29","22923","2022-11-29"
"even","3","48","19499","2022-11-29","23394","2022-11-29"
"even","3","49","19582","2022-11-29","23258","2022-11-29"
"even","3","50","19637","2022-11-29","23640","2022-11-29"
"even","3","51","20152","2022-11-29","24157","2022-11-29"
"even","3","52","20723","2022-11-29","24961","2022-11-29"
"even","3","53","20978","2022-11-29","25551","2022-11-29"
"even","3","54","21469","2022-11-29","26351","2022-11-29"
"even","3","55","21495","2022-11-29","26388","2022-11-29"
"even","3","56","21967","2022-11-29","27056","2022-11-29"
"even","3","57","22686","2022-11-29","27820","2022-11-29"
"even","3","58","23075","2022-11-29","27986","2022-11-29"
"even","3","59","23094","2022-11-29","28359","2022-11-29"
"even","3","60","23827","2022-11-29","29248","2022-11-29"
"even","3","61","24031","2022-11-29","29207","2022-11-29"
"even","3","62","24533","2022-11-29","30229","2022-11-29"
"even","3","63","24985","2022-11-29","30838","2022-11-29"
"even","3","64","25524","2022-11-29","31354","2022-11-29"
"even","3","65","25610","2022-11-29","31419","2022-11-29"
"even","3","66","26331","2022-11-29","32219","2022-11-29"
"even","3","67","26592","2022-11-29","32877","2022-11-29"
"even","3","68","26876","2022-11-29","33016","2022-11-29"
"even","3","69","27534","2022-11-29","34456","2022-11-29"
"even","3","70","27817","2022-11-29","34314","2022-11-29"
"even","3","71","28446","2022-11-29","35256","2022-11-29"
"even","3","72","28705","2022-11-29","35600","2022-11-29"
"even","3","73","28919","2022-11-29","36276","2022-11-29"
"even","3","74","29248","2022-11-29","37191","2022-11-29"
"even","3","75","29615","2022-11-29","37201","2022-11-29"
"even","3","76","30242","2022-11-29","38301","2022-11-29"
"even","3","77","30311","2022-11-29","39447","2022-11-29"
"even","3","78","30774","2022-11-29","39717","2022-11-29"
"even","3","79","31290","2022-11-29","40734","2022-11-29"
"even","3","80","31502","2022-11-29","41166","2022-11-29"
"even","3","81","32152","2022-11-29","42293","2022-11-29"
"even","3","82","32757","2022-11-29","42754","2022-11-29"
"even","3","83","33042","2022-11-29","42739","2022-11-29"
"even","3","84","33513","2022-11-29","43806","2022-11-29"
"even","3","85","34242","2022-11-29","45548","2022-11-29"
"even","3","86","34268","2022-11-29","45161","2022-11-29"
"even","3","87","34291","2022-11-29","45905","2022-11-29"
"even","3","88","34298","2022-11-29","46183","2022-11-29"
"even","3","89","34719","2022-11-29","46195","2022-11-29"
"even","3","90","34936","2022-11-29","46410","2022-11-29"
"even","3","91","34996","2022-11-29","45916","2022-11-29"
"even","3","92","35612","2022-11-29","47667","2022-11-29"
"even","3","93","35738","2022-11-29","47875","2022-11-29"
"even","3","94","36330","2022-11-29","50507","2022-11-29"
"even","3","95","37082","2022-11-29","51197","2022-11-29"
"even","3","96","37143","2022-11-29","51510","2022-11-29"
"even","3","97","37229","2022-11-29","50631","2022-11-29"
"even","3","98","37303","2022-11-29","51323","2022-11-29"
"even","3","99","37683","2022-11-29","53088","2022-11-29"
"even","3","100","38405","2022-11-29","54134","2022-11-29"
"even","3","101","38981","2022-11-29","53614","2022-11-29"
"even","3","102","39284","2022-11-29","53654","2022-11-29"
"even","3","103","39469","2022-11-29","54049","2022-11-29"
"even","3","104","39796","2022-11-29","55147","2022-11-29"
"even","3","105","40493","2022-11-29","55836","2022-11-29"
"even","3","106","40987","2022-11-29","59040","2022-11-29"
"even","3","107","41045","2022-11-29","55706","2022-11-29"
"even","3","108","41374","2022-11-29","58345","2022-11-29"
"even","3","109","41914","2022-11-29","58668","2022-11-29"
"even","3","110","42036","2022-11-29","58850","2022-11-29"
"even","3","111","42373","2022-11-29","59280","2022-11-29"
"even","3","112","42903","2022-11-29","61140","2022-11-29"
"even","3","113","43309","2022-11-29","61662","2022-11-29"
"even","3","114","43396","2022-11-29","60785","2022-11-29"
"even","3","115","43490","2022-11-29","62046","2022-11-29"
"even","3","116","44034","2022-11-29","63010","2022-11-29"
"even","3","117","44536","2022-11-29","62971","2022-11-29"
"even","3","118","44884","2022-11-29","63595","2022-11-29"
"even","3","119","45194","2022-11-29","64949","2022-11-29"
"even","3","120","45738","2022-11-29","65640","2022-11-29"
"even","3","121","46452","2022-11-29","66504","2022-11-29"
"even","3","122","46658","2022-11-29","67348","2022-11-29"
"even","3","123","46953","2022-11-29","65926","2022-11-29"
"even","3","124","47185","2022-11-29","67504","2022-11-29"
"even","3","125","47841","2022-11-29","69464","2022-11-29"
"even","3","126","48439","2022-11-29","69846","2022-11-29"
"even","3","127","48448","2022-11-29","70378","2022-11-29"
"even","3","128","49038","2022-11-29","71676","2022-11-29"
"even","3","129","49281","2022-11-29","72935","2022-11-29"
"even","3","130","49499","2022-11-29","71856","2022-11-29"
"even","3","131","49949","2022-11-29","73313","2022-11-29"
"even","3","132","50694","2022-11-29","75632","2022-11-29"
"even","3","133","50959","2022-11-29","76141","2022-11-29"
"even","3","134","51103","2022-11-29","75486","2022-11-29"
"even","3","135","51302","2022-11-29","76333","2022-11-29"
"even","3","136","51358","2022-11-29","76098","2022-11-29"
"even","3","137","51601","2022-11-29","78521","2022-11-29"
"even","3","138","51733","2022-11-29","",""
"even","3","139","51778","2022-11-29","78354","2022-11-29"
"even","3","140","52410","2022-11-29","81294","2022-11-29"
"even","3","141","52648","2022-11-29","78812","2022-11-29"
"even","3","142","53205","2022-11-29","",""
"even","3","143","53537","2022-11-29","82836","2022-11-29"
"even","3","144","54199","2022-11-29","82148","2022-11-29"
"even","3","145","54522","2022-11-29","85157","2022-11-29"
"even","3","146","55251","2022-11-29","85980","2022-11-29"
"even","3","147","55395","2022-11-29","85387","2022-11-29"
"even","3","148","55835","2022-11-29","87597","2022-11-29"
"even","3","149","55851","2022-11-29","85515","2022-11-29"
"even","3","150","56449","2022-11-29","87638","2022-11-29"
"even","3","151","57221","2022-11-29","88338","2022-11-29"
"even","3","152","57472","2022-11-29","88157","2022-11-29"
"even","3","153","57969","2022-11-29","89385","2022-11-29"
"even","3","154","58672","2022-11-29","90693","2022-11-29"
"even","3","155","58845","2022-11-29","91654","2022-11-29"
"even","3","156","59071","2022-11-29","89818","2022-11-29"
"even","3","157","59240","2022-11-29","",""
"even","3","158","59456","2022-11-29","92911","2022-11-29"
"even","3","159","59802","2022-11-29","94026","2022-11-29"
"even","3","160","59938","2022-11-29","",""
"even","3","161","60681","2022-11-29","96915","2022-11-29"
"even","3","162","60927","2022-11-29","",""
"even","3","163","61645","2022-11-29","96564","2022-11-29"
"even","3","164","61824","2022-11-29","98992","2022-11-29"
"even","3","165","62347","2022-11-29","",""
"even","3","166","63129","2022-11-29","99829","2022-11-29"
"even","3","167","63374","2022-11-29","99924","2022-11-29"
"even","3","168","63952","2022-11-29","",""
"even","3","169","64310","2022-11-29","",""
"even","4","1","708","2022-11-18","708","2022-11-18"
"even","4","2","1209","2022-11-18","1209","2022-11-18"
"even","4","3","1820","2022-11-18","1820","2022-11-18"
"even","4","4","2186","2022-11-18","2186","2022-11-18"
"even","4","5","2675","2022-11-18","2675","2022-11-18"
"even","4","6","3408","2022-11-18","3408","2022-11-18"
"even","4","7","3978","2022-11-18","3978","2022-11-18"
"even","4","8","4313","2022-11-18","4313","2022-11-18"
"even","4","9","4846","2022-11-18","4846","2022-11-18"
"even","4","10","5093","2022-11-18","5093","2022-11-18"
"even","4","11","5595","2022-11-18","5595","2022-11-18"
"even","4","12","6325","2022-11-18","6325","2022-11-18"
"even","4","13","6596","2022-11-18","6596","2022-11-18"
"even","4","14","7160","2022-11-18","7177","2022-11-29"
"even","4","15","7175","2022-11-18","7192","2022-11-29"
"even","4","16","7194","2022-11-29","7677","2022-11-29"
"even","4","17","7837","2022-11-29","8357","2022-11-29"
"even","4","18","8218","2022-11-29","8955","2022-11-29"
"even","4","19","8225","2022-11-29","9084","2022-11-29"
"even","4","20","8466","2022-11-29","9747","2022-11-29"
"even","4","21","9002","2022-11-29","10281","2022-11-29"
"even","4","22","9089","2022-11-29","11005","2022-11-29"
"even","4","23","9457","2022-11-29","11373","2022-11-29"
"even","4","24","10104","2022-11-29","12040","2022-11-29"
"even","4","25","10780","2022-11-29","12715","2022-11-29"
"even","4","26","11406","2022-11-29","13382","2022-11-29"
"even","4","27","11789","2022-11-29","14164","2022-11-29"
"even","4","28","11971","2022-11-29","14346","2022-11-29"
"even","4","29","12480","2022-11-29","14853","2022-11-29"
