"scen_type","type_id","agents","lower_cost","lower_date","solution_cost","solution_date"
"even","4","30","159","2022-11-18","159","2022-11-18"
"even","4","31","165","2023-02-27","165","2022-11-30"
"even","4","32","178","2023-02-27","178","2022-11-30"
"even","5","1","1","2022-11-18","1","2022-11-18"
"even","5","2","5","2022-11-18","5","2022-11-18"
"even","5","3","7","2022-11-18","7","2022-11-18"
"even","5","4","15","2022-11-18","15","2022-11-18"
"even","5","5","19","2022-11-18","19","2022-11-18"
"even","5","6","20","2022-11-18","20","2022-11-18"
"even","5","7","25","2022-11-18","25","2022-11-18"
"even","5","8","29","2022-11-18","29","2022-11-18"
"even","5","9","32","2022-11-18","32","2022-11-18"
"even","5","10","34","2022-11-18","34","2022-11-18"
"even","5","11","40","2022-11-18","40","2022-11-18"
"even","5","12","50","2022-11-18","50","2022-11-18"
"even","5","13","57","2022-11-18","57","2022-11-18"
"even","5","14","59","2022-11-18","59","2022-11-18"
"even","5","15","60","2022-11-18","60","2022-11-18"
"even","5","16","67","2022-11-18","67","2022-11-18"
"even","5","17","70","2022-11-18","70","2022-11-18"
"even","5","18","80","2022-11-18","80","2022-11-18"
"even","5","19","82","2022-11-18","82","2022-11-18"
"even","5","20","85","2022-11-18","85","2022-11-18"
"even","5","21","88","2022-11-18","88","2022-11-18"
"even","5","22","99","2022-11-18","99","2022-11-18"
"even","5","23","105","2022-11-18","105","2022-11-18"
"even","5","24","112","2022-11-18","112","2022-11-18"
"even","5","25","121","2022-11-18","121","2022-11-18"
"even","5","26","128","2022-11-18","128","2022-11-18"
"even","5","27","131","2022-11-18","131","2022-11-18"
"even","5","28","141","2022-11-18","141","2022-11-18"
"even","5","29","144","2022-11-18","144","2022-11-18"
"even","5","30","152","2022-11-18","152","2022-11-18"
"even","5","31","159","2022-11-18","159","2022-11-18"
"even","5","32","166","2022-11-18","166","2022-11-18"
"even","6","1","4","2022-11-18","4","2022-11-18"
"even","6","2","12","2022-11-18","12","2022-11-18"
"even","6","3","14","2022-11-18","14","2022-11-18"
"even","6","4","18","2022-11-18","18","2022-11-18"
"even","6","5","21","2022-11-18","21","2022-11-18"
"even","6","6","28","2022-11-18","28","2022-11-18"
"even","6","7","33","2022-11-18","33","2022-11-18"
"even","6","8","35","2022-11-18","35","2022-11-18"
"even","6","9","40","2022-11-18","40","2022-11-18"
"even","6","10","42","2022-11-18","42","2022-11-18"
"even","6","11","48","2022-11-18","48","2022-11-18"
"even","6","12","54","2022-11-18","54","2022-11-18"
"even","6","13","57","2022-11-18","57","2022-11-18"
"even","6","14","59","2022-11-18","59","2022-11-18"
"even","6","15","63","2022-11-18","63","2022-11-18"
"even","6","16","65","2022-11-18","65","2022-11-18"
"even","6","17","69","2022-11-18","69","2022-11-18"
"even","6","18","73","2022-11-18","73","2022-11-18"
"even","6","19","75","2022-11-18","75","2022-11-18"
"even","6","20","79","2022-11-18","79","2022-11-18"
"even","6","21","91","2022-11-18","91","2022-11-18"
"even","6","22","95","2022-11-18","95","2022-11-18"
"even","6","23","104","2022-11-18","104","2022-11-18"
"even","6","24","108","2022-11-18","108","2022-11-18"
"even","6","25","113","2022-11-18","113","2022-11-18"
"even","6","26","121","2022-11-18","121","2022-11-18"
"even","6","27","129","2022-11-18","129","2022-11-18"
"even","6","28","133","2022-11-18","133","2022-11-18"
"even","6","29","140","2022-11-18","140","2022-11-18"
"even","6","30","151","2022-11-18","151","2022-11-18"
"even","6","31","161","2022-11-18","161","2022-11-18"
"even","6","32","170","2022-11-18","170","2022-11-18"
"even","7","1","5","2022-11-18","5","2022-11-18"
"even","7","2","11","2022-11-18","11","2022-11-18"
"even","7","3","18","2022-11-18","18","2022-11-18"
"even","7","4","22","2022-11-18","22","2022-11-18"
"even","7","5","28","2022-11-18","28","2022-11-18"
"even","7","6","29","2022-11-18","29","2022-11-18"
"even","7","7","33","2022-11-18","33","2022-11-18"
"even","7","8","40","2022-11-18","40","2022-11-18"
"even","7","9","46","2022-11-18","46","2022-11-18"
"even","7","10","47","2022-11-18","47","2022-11-18"
"even","7","11","50","2022-11-18","50","2022-11-18"
"even","7","12","56","2022-11-18","56","2022-11-18"
"even","7","13","61","2022-11-18","61","2022-11-18"
"even","7","14","65","2022-11-18","65","2022-11-18"
"even","7","15","68","2022-11-18","68","2022-11-18"
"even","7","16","74","2022-11-18","74","2022-11-18"
"even","7","17","79","2022-11-18","79","2022-11-18"
"even","7","18","85","2022-11-18","85","2022-11-18"
"even","7","19","89","2022-11-18","89","2022-11-18"
"even","7","20","91","2022-11-18","91","2022-11-18"
"even","7","21","96","2022-11-18","96","2022-11-18"
"even","7","22","111","2022-11-18","111","2022-11-18"
"even","7","23","115","2022-11-18","115","2022-11-18"
"even","7","24","123","2022-11-18","123","2022-11-18"
"even","7","25","130","2022-11-18","130","2022-11-18"
"even","7","26","134","2022-11-18","134","2022-11-18"
"even","7","27","142","2022-11-18","142","2022-11-18"
"even","7","28","145","2022-11-18","145","2022-11-18"
"even","7","29","148","2022-11-18","148","2022-11-18"
"even","7","30","161","2022-11-18","161","2022-11-18"
"even","7","31","169","2022-11-18","169","2022-11-18"
"even","7","32","176.75","2023-02-27","182","2022-11-30"
"even","8","1","3","2022-11-18","3","2022-11-18"
"even","8","2","5","2022-11-18","5","2022-11-18"
"even","8","3","14","2022-11-18","14","2022-11-18"
"even","8","4","19","2022-11-18","19","2022-11-18"
"even","8","5","23","2022-11-18","23","2022-11-18"
"even","8","6","26","2022-11-18","26","2022-11-18"
"even","8","7","32","2022-11-18","32","2022-11-18"
"even","8","8","34","2022-11-18","34","2022-11-18"
"even","8","9","41","2022-11-18","41","2022-11-18"
"even","8","10","48","2022-11-18","48","2022-11-18"
"even","8","11","54","2022-11-18","54","2022-11-18"
"even","8","12","57","2022-11-18","57","2022-11-18"
"even","8","13","58","2022-11-18","58","2022-11-18"
"even","8","14","64","2022-11-18","64","2022-11-18"
"even","8","15","68","2022-11-18","68","2022-11-18"
"even","8","16","72","2022-11-18","72","2022-11-18"
"even","8","17","81","2022-11-18","81","2022-11-18"
"even","8","18","86","2022-11-18","86","2022-11-18"
"even","8","19","92","2022-11-18","92","2022-11-18"
"even","8","20","98","2022-11-18","98","2022-11-18"
"even","8","21","100","2022-11-18","100","2022-11-18"
"even","8","22","104","2022-11-18","104","2022-11-18"
"even","8","23","106","2022-11-18","106","2022-11-18"
"even","8","24","113","2022-11-18","113","2022-11-18"
"even","8","25","117","2022-11-18","117","2022-11-18"
"even","8","26","120","2022-11-18","120","2022-11-18"
"even","8","27","124","2022-11-18","124","2022-11-18"
"even","8","28","131","2022-11-18","131","2022-11-18"
"even","8","29","137","2022-11-18","137","2022-11-18"
"even","8","30","140","2022-11-18","140","2022-11-18"
"even","8","31","147","2022-11-18","147","2022-11-18"
"even","8","32","151","2022-11-18","151","2022-11-18"
"even","9","1","2","2022-11-18","2","2022-11-18"
"even","9","2","8","2022-11-18","8","2022-11-18"
"even","9","3","15","2022-11-18","15","2022-11-18"
"even","9","4","22","2022-11-18","22","2022-11-18"
"even","9","5","24","2022-11-18","24","2022-11-18"
"even","9","6","25","2022-11-18","25","2022-11-18"
"even","9","7","31","2022-11-18","31","2022-11-18"
"even","9","8","39","2022-11-18","39","2022-11-18"
"even","9","9","40","2022-11-18","40","2022-11-18"
"even","9","10","43","2022-11-18","43","2022-11-18"
"even","9","11","45","2022-11-18","45","2022-11-18"
"even","9","12","53","2022-11-18","53","2022-11-18"
"even","9","13","61","2022-11-18","61","2022-11-18"
"even","9","14","68","2022-11-18","68","2022-11-18"
"even","9","15","74","2022-11-18","74","2022-11-18"
"even","9","16","81","2022-11-18","81","2022-11-18"
"even","9","17","84","2022-11-18","84","2022-11-18"
"even","9","18","94","2022-11-18","94","2022-11-18"
"even","9","19","97","2022-11-18","97","2022-11-18"
"even","9","20","105","2022-11-18","105","2022-11-18"
"even","9","21","111","2022-11-18","111","2022-11-18"
"even","9","22","115","2022-11-18","115","2022-11-18"
"even","9","23","123","2022-11-18","123","2022-11-18"
"even","9","24","127","2022-11-18","127","2022-11-18"
"even","9","25","137","2022-11-18","137","2022-11-18"
"even","9","26","146","2022-11-18","146","2022-11-18"
"even","9","27","154","2022-11-18","154","2022-11-18"
"even","9","28","162","2022-11-18","162","2022-11-18"
"even","9","29","175","2023-02-27","175","2023-02-27"
"even","9","30","181.3","2023-02-27","184","2022-11-30"
"even","9","31","188.458","2023-02-27","197","2022-11-30"
"even","9","32","174","2022-11-30","201","2022-11-30"
"even","10","1","6","2022-11-18","6","2022-11-18"
"even","10","2","8","2022-11-18","8","2022-11-18"
"even","10","3","12","2022-11-18","12","2022-11-18"
"even","10","4","19","2022-11-18","19","2022-11-18"
"even","10","5","21","2022-11-18","21","2022-11-18"
"even","10","6","26","2022-11-18","26","2022-11-18"
"even","10","7","31","2022-11-18","31","2022-11-18"
"even","10","8","37","2022-11-18","37","2022-11-18"
"even","10","9","45","2022-11-18","45","2022-11-18"
"even","10","10","52","2022-11-18","52","2022-11-18"
"even","10","11","56","2022-11-18","56","2022-11-18"
"even","10","12","64","2022-11-18","64","2022-11-18"
"even","10","13","67","2022-11-18","67","2022-11-18"
"even","10","14","75","2022-11-18","75","2022-11-18"
"even","10","15","86","2022-11-18","86","2022-11-18"
"even","10","16","88","2022-11-18","88","2022-11-18"
"even","10","17","96","2022-11-18","96","2022-11-18"
"even","10","18","104","2022-11-18","104","2022-11-18"
"even","10","19","106","2022-11-18","106","2022-11-18"
"even","10","20","112","2022-11-18","112","2022-11-18"
"even","10","21","115","2022-11-18","115","2022-11-18"
"even","10","22","124","2022-11-18","124","2022-11-18"
"even","10","23","130","2022-11-18","130","2022-11-18"
"even","10","24","131","2022-11-18","131","2022-11-18"
"even","10","25","133","2022-11-18","133","2022-11-18"
"even","10","26","145","2022-11-18","145","2022-11-18"
"even","10","27","154","2022-11-18","154","2022-11-18"
"even","10","28","159","2022-11-18","159","2022-11-18"
"even","10","29","163","2022-11-18","163","2022-11-18"
"even","10","30","171","2023-02-27","171","2023-02-27"
"even","10","31","172","2023-02-27","172","2023-02-27"
"even","10","32","177.849","2023-02-27","183","2022-11-30"
"even","11","1","2","2022-11-18","2","2022-11-18"
"even","11","2","4","2022-11-18","4","2022-11-18"
"even","11","3","8","2022-11-18","8","2022-11-18"
"even","11","4","10","2022-11-18","10","2022-11-18"
"even","11","5","17","2022-11-18","17","2022-11-18"
"even","11","6","24","2022-11-18","24","2022-11-18"
"even","11","7","26","2022-11-18","26","2022-11-18"
"even","11","8","35","2022-11-18","35","2022-11-18"
"even","11","9","40","2022-11-18","40","2022-11-18"
"even","11","10","46","2022-11-18","46","2022-11-18"
"even","11","11","51","2022-11-18","51","2022-11-18"
"even","11","12","58","2022-11-18","58","2022-11-18"
"even","11","13","66","2022-11-18","66","2022-11-18"
"even","11","14","73","2022-11-18","73","2022-11-18"
"even","11","15","82","2022-11-18","82","2022-11-18"
"even","11","16","87","2022-11-18","87","2022-11-18"
"even","11","17","95","2022-11-18","95","2022-11-18"
"even","11","18","103","2022-11-18","103","2022-11-18"
"even","11","19","111","2022-11-18","111","2022-11-18"
"even","11","20","114","2022-11-18","114","2022-11-18"
"even","11","21","120","2022-11-18","120","2022-11-18"
"even","11","22","129","2022-11-18","129","2022-11-18"
"even","11","23","137","2022-11-18","137","2022-11-18"
"even","11","24","143","2022-11-18","143","2022-11-18"
"even","11","25","147","2022-11-18","147","2022-11-18"
"even","11","26","151","2022-11-18","151","2022-11-18"
"even","11","27","158","2022-11-18","158","2022-11-18"
"even","11","28","164","2023-02-27","164","2022-11-30"
"even","11","29","167","2023-02-27","167","2022-11-30"
"even","11","30","173","2023-02-27","173","2023-02-27"
"even","11","31","179","2023-02-27","179","2022-11-30"
"even","11","32","180.341","2023-02-27","185","2022-11-30"
"even","12","1","1","2022-11-18","1","2022-11-18"
"even","12","2","6","2022-11-18","6","2022-11-18"
"even","12","3","14","2022-11-18","14","2022-11-18"
"even","12","4","17","2022-11-18","17","2022-11-18"
"even","12","5","29","2022-11-18","29","2022-11-18"
"even","12","6","31","2022-11-18","31","2022-11-18"
"even","12","7","43","2022-11-18","43","2022-11-18"
"even","12","8","45","2022-11-18","45","2022-11-18"
"even","12","9","50","2022-11-18","50","2022-11-18"
"even","12","10","53","2022-11-18","53","2022-11-18"
"even","12","11","57","2022-11-18","57","2022-11-18"
"even","12","12","59","2022-11-18","59","2022-11-18"
"even","12","13","67","2022-11-18","67","2022-11-18"
"even","12","14","69","2022-11-18","69","2022-11-18"
"even","12","15","73","2022-11-18","73","2022-11-18"
"even","12","16","78","2022-11-18","78","2022-11-18"
"even","12","17","81","2022-11-18","81","2022-11-18"
"even","12","18","89","2022-11-18","89","2022-11-18"
"even","12","19","93","2022-11-18","93","2022-11-18"
"even","12","20","98","2022-11-18","98","2022-11-18"
"even","12","21","102","2022-11-18","102","2022-11-18"
"even","12","22","105","2022-11-18","105","2022-11-18"
"even","12","23","114","2022-11-18","114","2022-11-18"
"even","12","24","116","2022-11-18","116","2022-11-18"
"even","12","25","125","2022-11-18","125","2022-11-18"
"even","12","26","131","2022-11-18","131","2022-11-18"
"even","12","27","143","2023-02-27","143","2023-02-27"
"even","12","28","144","2023-02-27","144","2023-02-27"
"even","12","29","150","2023-02-27","150","2023-02-27"
"even","12","30","160","2023-02-27","160","2023-02-27"
"even","12","31","163","2023-02-27","163","2023-02-27"
"even","12","32","167","2023-02-27","167","2023-02-27"
"even","13","1","8","2022-11-18","8","2022-11-18"
"even","13","2","10","2022-11-18","10","2022-11-18"
"even","13","3","17","2022-11-18","17","2022-11-18"
"even","13","4","20","2022-11-18","20","2022-11-18"
"even","13","5","24","2022-11-18","24","2022-11-18"
"even","13","6","29","2022-11-18","29","2022-11-18"
"even","13","7","35","2022-11-18","35","2022-11-18"
"even","13","8","47","2022-11-18","47","2022-11-18"
"even","13","9","55","2022-11-18","55","2022-11-18"
"even","13","10","64","2022-11-18","64","2022-11-18"
"even","13","11","70","2022-11-18","70","2022-11-18"
"even","13","12","73","2022-11-18","73","2022-11-18"
"even","13","13","84","2022-11-18","84","2022-11-18"
"even","13","14","91","2022-11-18","91","2022-11-18"
"even","13","15","95","2022-11-18","95","2022-11-18"
"even","13","16","97","2022-11-18","97","2022-11-18"
"even","13","17","107","2022-11-18","107","2022-11-18"
"even","13","18","111","2022-11-18","111","2022-11-18"
"even","13","19","115","2022-11-18","115","2022-11-18"
"even","13","20","120","2022-11-18","120","2022-11-18"
"even","13","21","125","2022-11-18","125","2022-11-18"
"even","13","22","128","2022-11-18","128","2022-11-18"
"even","13","23","139","2022-11-18","139","2022-11-18"
"even","13","24","142","2022-11-18","142","2022-11-18"
"even","13","25","148","2022-11-18","148","2022-11-18"
"even","13","26","153","2023-02-27","153","2022-11-30"
"even","13","27","157","2023-02-27","157","2023-02-27"
"even","13","28","169","2023-02-27","169","2023-02-27"
"even","13","29","176","2023-02-27","176","2023-02-27"
"even","13","30","177","2023-02-27","177","2023-02-27"
"even","13","31","183.952","2023-02-27","193","2022-11-30"
"even","13","32","185.026","2023-02-27","191","2022-11-30"
"even","14","1","2","2022-11-18","2","2022-11-18"
"even","14","2","5","2022-11-18","5","2022-11-18"
"even","14","3","6","2022-11-18","6","2022-11-18"
"even","14","4","13","2022-11-18","13","2022-11-18"
"even","14","5","15","2022-11-18","15","2022-11-18"
"even","14","6","19","2022-11-18","19","2022-11-18"
"even","14","7","24","2022-11-18","24","2022-11-18"
"even","14","8","31","2022-11-18","31","2022-11-18"
"even","14","9","33","2022-11-18","33","2022-11-18"
"even","14","10","41","2022-11-18","41","2022-11-18"
"even","14","11","44","2022-11-18","44","2022-11-18"
"even","14","12","58","2022-11-18","58","2022-11-18"
"even","14","13","66","2022-11-18","66","2022-11-18"
"even","14","14","69","2022-11-18","69","2022-11-18"
"even","14","15","71","2022-11-18","71","2022-11-18"
"even","14","16","79","2022-11-18","79","2022-11-18"
"even","14","17","83","2022-11-18","83","2022-11-18"
"even","14","18","90","2022-11-18","90","2022-11-18"
"even","14","19","93","2022-11-18","93","2022-11-18"
"even","14","20","101","2022-11-18","101","2022-11-18"
"even","14","21","104","2022-11-18","104","2022-11-18"
"even","14","22","109","2022-11-18","109","2022-11-18"
"even","14","23","115","2022-11-18","115","2022-11-18"
"even","14","24","125","2022-11-18","125","2022-11-18"
"even","14","25","135","2022-11-18","135","2022-11-18"
"even","14","26","140","2022-11-18","140","2022-11-18"
"even","14","27","148","2022-11-18","148","2022-11-18"
"even","14","28","152","2022-11-18","152","2022-11-18"
"even","14","29","158","2022-11-18","158","2022-11-18"
"even","14","30","167","2023-02-27","167","2022-11-30"
"even","14","31","173.596","2023-02-27","180","2022-11-30"
"even","14","32","183.264","2023-02-27","191","2022-11-30"
"even","15","1","5","2022-11-18","5","2022-11-18"
"even","15","2","6","2022-11-18","6","2022-11-18"
"even","15","3","13","2022-11-18","13","2022-11-18"
"even","15","4","18","2022-11-18","18","2022-11-18"
"even","15","5","20","2022-11-18","20","2022-11-18"
"even","15","6","25","2022-11-18","25","2022-11-18"
"even","15","7","26","2022-11-18","26","2022-11-18"
"even","15","8","29","2022-11-18","29","2022-11-18"
"even","15","9","32","2022-11-18","32","2022-11-18"
"even","15","10","38","2022-11-18","38","2022-11-18"
"even","15","11","44","2022-11-18","44","2022-11-18"
"even","15","12","50","2022-11-18","50","2022-11-18"
"even","15","13","55","2022-11-18","55","2022-11-18"
"even","15","14","59","2022-11-18","59","2022-11-18"
"even","15","15","65","2022-11-18","65","2022-11-18"
"even","15","16","73","2022-11-18","73","2022-11-18"
"even","15","17","76","2022-11-18","76","2022-11-18"
"even","15","18","81","2022-11-18","81","2022-11-18"
"even","15","19","85","2022-11-18","85","2022-11-18"
"even","15","20","95","2022-11-18","95","2022-11-18"
"even","15","21","104","2022-11-18","104","2022-11-18"
"even","15","22","108","2022-11-18","108","2022-11-18"
"even","15","23","114","2022-11-18","114","2022-11-18"
"even","15","24","124","2022-11-18","124","2022-11-18"
"even","15","25","130","2022-11-18","130","2022-11-18"
"even","15","26","140","2023-02-27","140","2023-02-27"
"even","15","27","146","2022-11-18","146","2022-11-18"
"even","15","28","148","2022-11-18","148","2022-11-18"
"even","15","29","152","2023-02-27","152","2022-11-30"
"even","15","30","158","2023-02-27","158","2023-02-27"
"even","15","31","165.328","2023-02-27","171","2022-11-30"
"even","15","32","173.369","2023-02-27","177","2022-11-30"
"even","16","1","5","2022-11-18","5","2022-11-18"
"even","16","2","6","2022-11-18","6","2022-11-18"
"even","16","3","13","2022-11-18","13","2022-11-18"
"even","16","4","18","2022-11-18","18","2022-11-18"
"even","16","5","21","2022-11-18","21","2022-11-18"
"even","16","6","28","2022-11-18","28","2022-11-18"
"even","16","7","36","2022-11-18","36","2022-11-18"
"even","16","8","37","2022-11-18","37","2022-11-18"
"even","16","9","43","2022-11-18","43","2022-11-18"
"even","16","10","44","2022-11-18","44","2022-11-18"
"even","16","11","52","2022-11-18","52","2022-11-18"
"even","16","12","58","2022-11-18","58","2022-11-18"
"even","16","13","62","2022-11-18","62","2022-11-18"
"even","16","14","65","2022-11-18","65","2022-11-18"
"even","16","15","71","2022-11-18","71","2022-11-18"
"even","16","16","75","2022-11-18","75","2022-11-18"
"even","16","17","85","2022-11-18","85","2022-11-18"
"even","16","18","93","2022-11-18","93","2022-11-18"
"even","16","19","98","2022-11-18","98","2022-11-18"
"even","16","20","104","2022-11-18","104","2022-11-18"
"even","16","21","108","2022-11-18","108","2022-11-18"
"even","16","22","109","2022-11-18","109","2022-11-18"
"even","16","23","112","2022-11-18","112","2022-11-18"
"even","16","24","114","2022-11-18","114","2022-11-18"
"even","16","25","118","2022-11-18","118","2022-11-18"
"even","16","26","120","2022-11-18","120","2022-11-18"
"even","16","27","127","2022-11-18","127","2022-11-18"
"even","16","28","133","2022-11-18","133","2022-11-18"
"even","16","29","135","2022-11-18","135","2022-11-18"
"even","16","30","140","2022-11-18","140","2022-11-18"
"even","16","31","143","2022-11-18","143","2022-11-18"
"even","16","32","150","2022-11-18","150","2022-11-18"
"even","17","1","9","2022-11-18","9","2022-11-18"
"even","17","2","11","2022-11-18","11","2022-11-18"
"even","17","3","18","2022-11-18","18","2022-11-18"
"even","17","4","22","2022-11-18","22","2022-11-18"
"even","17","5","30","2022-11-18","30","2022-11-18"
"even","17","6","37","2022-11-18","37","2022-11-18"
"even","17","7","39","2022-11-18","39","2022-11-18"
"even","17","8","44","2022-11-18","44","2022-11-18"
"even","17","9","46","2022-11-18","46","2022-11-18"
"even","17","10","54","2022-11-18","54","2022-11-18"
"even","17","11","57","2022-11-18","57","2022-11-18"
"even","17","12","63","2022-11-18","63","2022-11-18"
"even","17","13","69","2022-11-18","69","2022-11-18"
"even","17","14","71","2022-11-18","71","2022-11-18"
"even","17","15","76","2022-11-18","76","2022-11-18"
"even","17","16","80","2022-11-18","80","2022-11-18"
"even","17","17","86","2022-11-18","86","2022-11-18"
"even","17","18","89","2022-11-18","89","2022-11-18"
"even","17","19","96","2022-11-18","96","2022-11-18"
"even","17","20","105","2022-11-18","105","2022-11-18"
"even","17","21","107","2022-11-18","107","2022-11-18"
"even","17","22","109","2022-11-18","109","2022-11-18"
