"scen_type","type_id","agents","lower_cost","lower_date","solution_cost","solution_date"
"even","17","23","113","2022-11-18","113","2022-11-18"
"even","17","24","116","2022-11-18","116","2022-11-18"
"even","17","25","122","2022-11-18","122","2022-11-18"
"even","17","26","127","2023-02-27","127","2023-02-27"
"even","17","27","133","2023-02-27","133","2023-02-27"
"even","17","28","137","2023-02-27","137","2022-11-30"
"even","17","29","150","2023-02-27","150","2023-02-27"
"even","17","30","159.562","2023-02-27","161","2022-11-30"
"even","17","31","163.476","2023-02-27","165","2022-11-30"
"even","17","32","142","2022-11-30","171","2022-11-30"
"even","18","1","2","2022-11-18","2","2022-11-18"
"even","18","2","4","2022-11-18","4","2022-11-18"
"even","18","3","12","2022-11-18","12","2022-11-18"
"even","18","4","16","2022-11-18","16","2022-11-18"
"even","18","5","21","2022-11-18","21","2022-11-18"
"even","18","6","27","2022-11-18","27","2022-11-18"
"even","18","7","33","2022-11-18","33","2022-11-18"
"even","18","8","41","2022-11-18","41","2022-11-18"
"even","18","9","45","2022-11-18","45","2022-11-18"
"even","18","10","52","2022-11-18","52","2022-11-18"
"even","18","11","56","2022-11-18","56","2022-11-18"
"even","18","12","58","2022-11-18","58","2022-11-18"
"even","18","13","66","2022-11-18","66","2022-11-18"
"even","18","14","74","2022-11-18","74","2022-11-18"
"even","18","15","81","2022-11-18","81","2022-11-18"
"even","18","16","82","2022-11-18","82","2022-11-18"
"even","18","17","93","2022-11-18","93","2022-11-18"
"even","18","18","97","2022-11-18","97","2022-11-18"
"even","18","19","102","2022-11-18","102","2022-11-18"
"even","18","20","107","2022-11-18","107","2022-11-18"
"even","18","21","109","2022-11-18","109","2022-11-18"
"even","18","22","111","2022-11-18","111","2022-11-18"
"even","18","23","112","2022-11-18","112","2022-11-18"
"even","18","24","121","2022-11-18","121","2022-11-18"
"even","18","25","126","2022-11-18","126","2022-11-18"
"even","18","26","130","2022-11-18","130","2022-11-18"
"even","18","27","135","2022-11-18","135","2022-11-18"
"even","18","28","143","2022-11-18","143","2022-11-18"
"even","18","29","148","2022-11-18","148","2022-11-18"
"even","18","30","157","2023-02-27","157","2023-02-27"
"even","18","31","165.177","2023-02-27","171","2022-11-30"
"even","18","32","177.716","2023-02-27","181","2022-11-30"
"even","19","1","5","2022-11-18","5","2022-11-18"
"even","19","2","7","2022-11-18","7","2022-11-18"
"even","19","3","11","2022-11-18","11","2022-11-18"
"even","19","4","13","2022-11-18","13","2022-11-18"
"even","19","5","20","2022-11-18","20","2022-11-18"
"even","19","6","29","2022-11-18","29","2022-11-18"
"even","19","7","37","2022-11-18","37","2022-11-18"
"even","19","8","39","2022-11-18","39","2022-11-18"
"even","19","9","40","2022-11-18","40","2022-11-18"
"even","19","10","42","2022-11-18","42","2022-11-18"
"even","19","11","43","2022-11-18","43","2022-11-18"
"even","19","12","50","2022-11-18","50","2022-11-18"
"even","19","13","52","2022-11-18","52","2022-11-18"
"even","19","14","55","2022-11-18","55","2022-11-18"
"even","19","15","61","2022-11-18","61","2022-11-18"
"even","19","16","71","2022-11-18","71","2022-11-18"
"even","19","17","78","2022-11-18","78","2022-11-18"
"even","19","18","81","2022-11-18","81","2022-11-18"
"even","19","19","88","2022-11-18","88","2022-11-18"
"even","19","20","92","2022-11-18","92","2022-11-18"
"even","19","21","98","2022-11-18","98","2022-11-18"
"even","19","22","102","2022-11-18","102","2022-11-18"
"even","19","23","109","2022-11-18","109","2022-11-18"
"even","19","24","117","2022-11-18","117","2022-11-18"
"even","19","25","120","2022-11-18","120","2022-11-18"
"even","19","26","124","2022-11-18","124","2022-11-18"
"even","19","27","133","2022-11-18","133","2022-11-18"
"even","19","28","145","2022-11-18","145","2022-11-18"
"even","19","29","153","2022-11-18","153","2022-11-18"
"even","19","30","156","2022-11-18","156","2022-11-18"
"even","19","31","163","2022-11-18","163","2022-11-18"
"even","19","32","166","2022-11-18","166","2022-11-18"
"even","20","1","3","2022-11-18","3","2022-11-18"
"even","20","2","9","2022-11-18","9","2022-11-18"
"even","20","3","15","2022-11-18","15","2022-11-18"
"even","20","4","20","2022-11-18","20","2022-11-18"
"even","20","5","23","2022-11-18","23","2022-11-18"
"even","20","6","28","2022-11-18","28","2022-11-18"
"even","20","7","30","2022-11-18","30","2022-11-18"
"even","20","8","35","2022-11-18","35","2022-11-18"
"even","20","9","41","2022-11-18","41","2022-11-18"
"even","20","10","44","2022-11-18","44","2022-11-18"
"even","20","11","53","2022-11-18","53","2022-11-18"
"even","20","12","57","2022-11-18","57","2022-11-18"
"even","20","13","63","2022-11-18","63","2022-11-18"
"even","20","14","69","2022-11-18","69","2022-11-18"
"even","20","15","73","2022-11-18","73","2022-11-18"
"even","20","16","75","2022-11-18","75","2022-11-18"
"even","20","17","81","2022-11-18","81","2022-11-18"
"even","20","18","84","2022-11-18","84","2022-11-18"
"even","20","19","90","2022-11-18","90","2022-11-18"
"even","20","20","92","2022-11-18","92","2022-11-18"
"even","20","21","93","2022-11-18","93","2022-11-18"
"even","20","22","95","2022-11-18","95","2022-11-18"
"even","20","23","98","2022-11-18","98","2022-11-18"
"even","20","24","102","2022-11-18","102","2022-11-18"
"even","20","25","109","2022-11-18","109","2022-11-18"
"even","20","26","113","2022-11-18","113","2022-11-18"
"even","20","27","119","2022-11-18","119","2022-11-18"
"even","20","28","123","2022-11-18","123","2022-11-18"
"even","20","29","129","2022-11-18","129","2022-11-18"
"even","20","30","133","2022-11-18","133","2022-11-18"
"even","20","31","144","2022-11-18","144","2022-11-18"
"even","20","32","151","2022-11-18","151","2022-11-18"
"even","21","1","6","2022-11-18","6","2022-11-18"
"even","21","2","13","2022-11-18","13","2022-11-18"
"even","21","3","19","2022-11-18","19","2022-11-18"
"even","21","4","27","2022-11-18","27","2022-11-18"
"even","21","5","36","2022-11-18","36","2022-11-18"
"even","21","6","39","2022-11-18","39","2022-11-18"
"even","21","7","44","2022-11-18","44","2022-11-18"
"even","21","8","52","2022-11-18","52","2022-11-18"
"even","21","9","54","2022-11-18","54","2022-11-18"
"even","21","10","56","2022-11-18","56","2022-11-18"
"even","21","11","60","2022-11-18","60","2022-11-18"
"even","21","12","68","2022-11-18","68","2022-11-18"
"even","21","13","70","2022-11-18","70","2022-11-18"
"even","21","14","73","2022-11-18","73","2022-11-18"
"even","21","15","74","2022-11-18","74","2022-11-18"
"even","21","16","77","2022-11-18","77","2022-11-18"
"even","21","17","83","2022-11-18","83","2022-11-18"
"even","21","18","86","2022-11-18","86","2022-11-18"
"even","21","19","94","2022-11-18","94","2022-11-18"
"even","21","20","103","2022-11-18","103","2022-11-18"
"even","21","21","111","2022-11-18","111","2022-11-18"
"even","21","22","119","2022-11-18","119","2022-11-18"
"even","21","23","126","2022-11-18","126","2022-11-18"
"even","21","24","129","2022-11-18","129","2022-11-18"
"even","21","25","133","2022-11-18","133","2022-11-18"
"even","21","26","138","2022-11-18","138","2022-11-18"
"even","21","27","147","2022-11-18","147","2022-11-18"
"even","21","28","154","2022-11-18","154","2022-11-18"
"even","21","29","163","2022-11-18","163","2022-11-18"
"even","21","30","169","2022-11-18","169","2022-11-18"
"even","21","31","178","2022-11-18","178","2022-11-18"
"even","21","32","184","2022-11-18","184","2022-11-18"
"even","22","1","4","2022-11-18","4","2022-11-18"
"even","22","2","9","2022-11-18","9","2022-11-18"
"even","22","3","12","2022-11-18","12","2022-11-18"
"even","22","4","17","2022-11-18","17","2022-11-18"
"even","22","5","22","2022-11-18","22","2022-11-18"
"even","22","6","23","2022-11-18","23","2022-11-18"
"even","22","7","30","2022-11-18","30","2022-11-18"
"even","22","8","31","2022-11-18","31","2022-11-18"
"even","22","9","36","2022-11-18","36","2022-11-18"
"even","22","10","42","2022-11-18","42","2022-11-18"
"even","22","11","46","2022-11-18","46","2022-11-18"
"even","22","12","48","2022-11-18","48","2022-11-18"
"even","22","13","50","2022-11-18","50","2022-11-18"
"even","22","14","55","2022-11-18","55","2022-11-18"
"even","22","15","61","2022-11-18","61","2022-11-18"
"even","22","16","68","2022-11-18","68","2022-11-18"
"even","22","17","72","2022-11-18","72","2022-11-18"
"even","22","18","78","2022-11-18","78","2022-11-18"
"even","22","19","84","2022-11-18","84","2022-11-18"
"even","22","20","94","2022-11-18","94","2022-11-18"
"even","22","21","102","2022-11-18","102","2022-11-18"
"even","22","22","106","2022-11-18","106","2022-11-18"
"even","22","23","111","2022-11-18","111","2022-11-18"
"even","22","24","116","2022-11-18","116","2022-11-18"
"even","22","25","121","2022-11-18","121","2022-11-18"
"even","22","26","128","2022-11-18","128","2022-11-18"
"even","22","27","138","2022-11-18","138","2022-11-18"
"even","22","28","148","2022-11-18","148","2022-11-18"
"even","22","29","150","2022-11-18","150","2022-11-18"
"even","22","30","154","2022-11-18","154","2022-11-18"
"even","22","31","159","2022-11-18","159","2022-11-18"
"even","22","32","163","2022-11-18","163","2022-11-18"
"even","23","1","1","2022-11-18","1","2022-11-18"
"even","23","2","8","2022-11-18","8","2022-11-18"
"even","23","3","15","2022-11-18","15","2022-11-18"
"even","23","4","21","2022-11-18","21","2022-11-18"
"even","23","5","26","2022-11-18","26","2022-11-18"
"even","23","6","29","2022-11-18","29","2022-11-18"
"even","23","7","31","2022-11-18","31","2022-11-18"
"even","23","8","37","2022-11-18","37","2022-11-18"
"even","23","9","44","2022-11-18","44","2022-11-18"
"even","23","10","47","2022-11-18","47","2022-11-18"
"even","23","11","52","2022-11-18","52","2022-11-18"
"even","23","12","55","2022-11-18","55","2022-11-18"
"even","23","13","58","2022-11-18","58","2022-11-18"
"even","23","14","62","2022-11-18","62","2022-11-18"
"even","23","15","66","2022-11-18","66","2022-11-18"
"even","23","16","69","2022-11-18","69","2022-11-18"
"even","23","17","75","2022-11-18","75","2022-11-18"
"even","23","18","77","2022-11-18","77","2022-11-18"
"even","23","19","81","2022-11-18","81","2022-11-18"
"even","23","20","86","2022-11-18","86","2022-11-18"
"even","23","21","93","2022-11-18","93","2022-11-18"
"even","23","22","98","2022-11-18","98","2022-11-18"
"even","23","23","102","2022-11-18","102","2022-11-18"
"even","23","24","104","2022-11-18","104","2022-11-18"
"even","23","25","114","2022-11-18","114","2022-11-18"
"even","23","26","120","2022-11-18","120","2022-11-18"
"even","23","27","123","2022-11-18","123","2022-11-18"
"even","23","28","134","2022-11-18","134","2022-11-18"
"even","23","29","143","2022-11-18","143","2022-11-18"
"even","23","30","153","2022-11-18","153","2022-11-18"
"even","23","31","160","2023-02-27","160","2022-11-30"
"even","23","32","168","2023-02-27","168","2023-02-27"
"even","24","1","9","2022-11-18","9","2022-11-18"
"even","24","2","11","2022-11-18","11","2022-11-18"
"even","24","3","15","2022-11-18","15","2022-11-18"
"even","24","4","20","2022-11-18","20","2022-11-18"
"even","24","5","31","2022-11-18","31","2022-11-18"
"even","24","6","39","2022-11-18","39","2022-11-18"
"even","24","7","42","2022-11-18","42","2022-11-18"
"even","24","8","43","2022-11-18","43","2022-11-18"
"even","24","9","47","2022-11-18","47","2022-11-18"
"even","24","10","50","2022-11-18","50","2022-11-18"
"even","24","11","58","2022-11-18","58","2022-11-18"
"even","24","12","67","2022-11-18","67","2022-11-18"
"even","24","13","70","2022-11-18","70","2022-11-18"
"even","24","14","79","2022-11-18","79","2022-11-18"
"even","24","15","82","2022-11-18","82","2022-11-18"
"even","24","16","85","2022-11-18","85","2022-11-18"
"even","24","17","96","2022-11-18","96","2022-11-18"
"even","24","18","102","2022-11-18","102","2022-11-18"
"even","24","19","103","2022-11-18","103","2022-11-18"
"even","24","20","108","2022-11-18","108","2022-11-18"
"even","24","21","113","2022-11-18","113","2022-11-18"
"even","24","22","121","2022-11-18","121","2022-11-18"
"even","24","23","124","2022-11-18","124","2022-11-18"
"even","24","24","127","2022-11-18","127","2022-11-18"
"even","24","25","130","2022-11-18","130","2022-11-18"
"even","24","26","141","2022-11-18","141","2022-11-18"
"even","24","27","144","2022-11-18","144","2022-11-18"
"even","24","28","150","2022-11-18","150","2022-11-18"
"even","24","29","158","2022-11-18","158","2022-11-18"
"even","24","30","165","2023-02-27","165","2022-11-30"
"even","24","31","173","2023-02-27","173","2022-11-30"
"even","24","32","180","2023-02-27","180","2023-02-27"
"even","25","1","6","2022-11-18","6","2022-11-18"
"even","25","2","17","2022-11-18","17","2022-11-18"
"even","25","3","28","2022-11-18","28","2022-11-18"
"even","25","4","35","2022-11-18","35","2022-11-18"
"even","25","5","37","2022-11-18","37","2022-11-18"
"even","25","6","43","2022-11-18","43","2022-11-18"
"even","25","7","44","2022-11-18","44","2022-11-18"
"even","25","8","47","2022-11-18","47","2022-11-18"
"even","25","9","49","2022-11-18","49","2022-11-18"
"even","25","10","57","2022-11-18","57","2022-11-18"
"even","25","11","62","2022-11-18","62","2022-11-18"
"even","25","12","65","2022-11-18","65","2022-11-18"
"even","25","13","66","2022-11-18","66","2022-11-18"
"even","25","14","69","2022-11-18","69","2022-11-18"
"even","25","15","77","2022-11-18","77","2022-11-18"
"even","25","16","80","2022-11-18","80","2022-11-18"
"even","25","17","90","2022-11-18","90","2022-11-18"
"even","25","18","99","2022-11-18","99","2022-11-18"
"even","25","19","109","2022-11-18","109","2022-11-18"
"even","25","20","114","2022-11-18","114","2022-11-18"
"even","25","21","119","2022-11-18","119","2022-11-18"
"even","25","22","125","2022-11-18","125","2022-11-18"
"even","25","23","127","2022-11-18","127","2022-11-18"
"even","25","24","140","2022-11-18","140","2022-11-18"
"even","25","25","143","2022-11-18","143","2022-11-18"
"even","25","26","148","2022-11-18","148","2022-11-18"
"even","25","27","156","2022-11-18","156","2022-11-18"
"even","25","28","160","2022-11-18","160","2022-11-18"
"even","25","29","167","2023-02-27","167","2023-02-27"
"even","25","30","171.357","2023-02-27","172","2022-11-30"
"even","25","31","175.194","2023-02-27","181","2022-11-30"
"even","25","32","160","2022-11-30","188","2022-11-30"
"random","1","1","6","2022-11-18","6","2022-11-18"
"random","1","2","10","2022-11-18","10","2022-11-18"
"random","1","3","16","2022-11-18","16","2022-11-18"
"random","1","4","22","2022-11-18","22","2022-11-18"
"random","1","5","27","2022-11-18","27","2022-11-18"
"random","1","6","30","2022-11-18","30","2022-11-18"
"random","1","7","38","2022-11-18","38","2022-11-18"
"random","1","8","45","2022-11-18","45","2022-11-18"
"random","1","9","50","2022-11-18","50","2022-11-18"
"random","1","10","55","2022-11-18","55","2022-11-18"
"random","1","11","60","2022-11-18","60","2022-11-18"
"random","1","12","64","2022-11-18","64","2022-11-18"
"random","1","13","71","2022-11-18","71","2022-11-18"
"random","1","14","75","2022-11-18","75","2022-11-18"
"random","1","15","76","2022-11-18","76","2022-11-18"
"random","1","16","81","2022-11-18","81","2022-11-18"
"random","1","17","85","2022-11-18","85","2022-11-18"
"random","1","18","94","2022-11-18","94","2022-11-18"
"random","1","19","98","2022-11-18","98","2022-11-18"
"random","1","20","100","2022-11-18","100","2022-11-18"
"random","1","21","106","2022-11-18","106","2022-11-18"
"random","1","22","112","2022-11-18","112","2022-11-18"
"random","1","23","119","2022-11-18","119","2022-11-18"
"random","1","24","123","2022-11-18","123","2022-11-18"
"random","1","25","127","2022-11-18","127","2022-11-18"
"random","1","26","134","2022-11-18","134","2022-11-18"
"random","1","27","136","2022-11-18","136","2022-11-18"
"random","1","28","154","2022-11-18","154","2022-11-18"
"random","1","29","158","2022-11-18","158","2022-11-18"
"random","1","30","167","2022-11-18","167","2022-11-18"
"random","1","31","170","2022-11-18","170","2022-11-18"
"random","1","32","178","2023-02-27","178","2023-02-27"
"random","2","1","4","2022-11-18","4","2022-11-18"
"random","2","2","11","2022-11-18","11","2022-11-18"
"random","2","3","17","2022-11-18","17","2022-11-18"
"random","2","4","19","2022-11-18","19","2022-11-18"
"random","2","5","25","2022-11-18","25","2022-11-18"
"random","2","6","28","2022-11-18","28","2022-11-18"
"random","2","7","30","2022-11-18","30","2022-11-18"
"random","2","8","35","2022-11-18","35","2022-11-18"
"random","2","9","40","2022-11-18","40","2022-11-18"
"random","2","10","48","2022-11-18","48","2022-11-18"
"random","2","11","50","2022-11-18","50","2022-11-18"
"random","2","12","54","2022-11-18","54","2022-11-18"
"random","2","13","56","2022-11-18","56","2022-11-18"
"random","2","14","60","2022-11-18","60","2022-11-18"
"random","2","15","67","2022-11-18","67","2022-11-18"
"random","2","16","71","2022-11-18","71","2022-11-18"
"random","2","17","80","2022-11-18","80","2022-11-18"
"random","2","18","83","2022-11-18","83","2022-11-18"
"random","2","19","85","2022-11-18","85","2022-11-18"
"random","2","20","94","2022-11-18","94","2022-11-18"
"random","2","21","100","2022-11-18","100","2022-11-18"
"random","2","22","107","2022-11-18","107","2022-11-18"
"random","2","23","110","2022-11-18","110","2022-11-18"
"random","2","24","117","2022-11-18","117","2022-11-18"
"random","2","25","119","2022-11-18","119","2022-11-18"
"random","2","26","123","2022-11-18","123","2022-11-18"
"random","2","27","127","2022-11-18","127","2022-11-18"
"random","2","28","131","2022-11-18","131","2022-11-18"
"random","2","29","138","2022-11-18","138","2022-11-18"
"random","2","30","145","2022-11-18","145","2022-11-18"
"random","2","31","152","2022-11-18","152","2022-11-18"
"random","2","32","170","2023-02-27","170","2022-11-30"
"random","3","1","6","2022-11-18","6","2022-11-18"
"random","3","2","13","2022-11-18","13","2022-11-18"
"random","3","3","19","2022-11-18","19","2022-11-18"
"random","3","4","21","2022-11-18","21","2022-11-18"
"random","3","5","24","2022-11-18","24","2022-11-18"
"random","3","6","29","2022-11-18","29","2022-11-18"
"random","3","7","38","2022-11-18","38","2022-11-18"
"random","3","8","45","2022-11-18","45","2022-11-18"
"random","3","9","51","2022-11-18","51","2022-11-18"
"random","3","10","57","2022-11-18","57","2022-11-18"
"random","3","11","59","2022-11-18","59","2022-11-18"
"random","3","12","61","2022-11-18","61","2022-11-18"
"random","3","13","62","2022-11-18","62","2022-11-18"
"random","3","14","64","2022-11-18","64","2022-11-18"
"random","3","15","66","2022-11-18","66","2022-11-18"
"random","3","16","74","2022-11-18","74","2022-11-18"
"random","3","17","78","2022-11-18","78","2022-11-18"
"random","3","18","81","2022-11-18","81","2022-11-18"
"random","3","19","86","2022-11-18","86","2022-11-18"
"random","3","20","88","2022-11-18","88","2022-11-18"
"random","3","21","92","2022-11-18","92","2022-11-18"
"random","3","22","101","2022-11-18","101","2022-11-18"
"random","3","23","110","2022-11-18","110","2022-11-18"
"random","3","24","116","2022-11-18","116","2022-11-18"
"random","3","25","127","2022-11-18","127","2022-11-18"
"random","3","26","130","2022-11-18","130","2022-11-18"
"random","3","27","134","2022-11-18","134","2022-11-18"
"random","3","28","148","2022-11-18","148","2022-11-18"
"random","3","29","154","2022-11-18","154","2022-11-18"
"random","3","30","162","2023-02-27","162","2023-02-27"
"random","3","31","168.167","2023-02-27","177","2022-11-30"
"random","3","32","183.136","2023-02-27","191","2022-11-30"
"random","4","1","4","2022-11-18","4","2022-11-18"
"random","4","2","8","2022-11-18","8","2022-11-18"
"random","4","3","14","2022-11-18","14","2022-11-18"
"random","4","4","20","2022-11-18","20","2022-11-18"
"random","4","5","25","2022-11-18","25","2022-11-18"
"random","4","6","29","2022-11-18","29","2022-11-18"
"random","4","7","31","2022-11-18","31","2022-11-18"
"random","4","8","38","2022-11-18","38","2022-11-18"
"random","4","9","40","2022-11-18","40","2022-11-18"
"random","4","10","44","2022-11-18","44","2022-11-18"
"random","4","11","53","2022-11-18","53","2022-11-18"
"random","4","12","56","2022-11-18","56","2022-11-18"
"random","4","13","57","2022-11-18","57","2022-11-18"
"random","4","14","61","2022-11-18","61","2022-11-18"
"random","4","15","63","2022-11-18","63","2022-11-18"
"random","4","16","66","2022-11-18","66","2022-11-18"
"random","4","17","69","2022-11-18","69","2022-11-18"
"random","4","18","72","2022-11-18","72","2022-11-18"
"random","4","19","78","2022-11-18","78","2022-11-18"
"random","4","20","81","2022-11-18","81","2022-11-18"
"random","4","21","87","2022-11-18","87","2022-11-18"
"random","4","22","94","2022-11-18","94","2022-11-18"
"random","4","23","101","2022-11-18","101","2022-11-18"
"random","4","24","103","2022-11-18","103","2022-11-18"
"random","4","25","107","2022-11-18","107","2022-11-18"
"random","4","26","117","2022-11-18","117","2022-11-18"
"random","4","27","122","2022-11-18","122","2022-11-18"
"random","4","28","125","2022-11-18","125","2022-11-18"
"random","4","29","129","2022-11-18","129","2022-11-18"
"random","4","30","136","2022-11-18","136","2022-11-18"
"random","4","31","145","2022-11-18","145","2022-11-18"
"random","4","32","151","2022-11-18","151","2022-11-18"
"random","5","1","4","2022-11-18","4","2022-11-18"
"random","5","2","10","2022-11-18","10","2022-11-18"
"random","5","3","16","2022-11-18","16","2022-11-18"
"random","5","4","22","2022-11-18","22","2022-11-18"
"random","5","5","30","2022-11-18","30","2022-11-18"
"random","5","6","39","2022-11-18","39","2022-11-18"
"random","5","7","41","2022-11-18","41","2022-11-18"
"random","5","8","45","2022-11-18","45","2022-11-18"
"random","5","9","48","2022-11-18","48","2022-11-18"
"random","5","10","51","2022-11-18","51","2022-11-18"
"random","5","11","53","2022-11-18","53","2022-11-18"
"random","5","12","57","2022-11-18","57","2022-11-18"
"random","5","13","65","2022-11-18","65","2022-11-18"
"random","5","14","69","2022-11-18","69","2022-11-18"
"random","5","15","77","2022-11-18","77","2022-11-18"
"random","5","16","79","2022-11-18","79","2022-11-18"
"random","5","17","84","2022-11-18","84","2022-11-18"
"random","5","18","88","2022-11-18","88","2022-11-18"
"random","5","19","92","2022-11-18","92","2022-11-18"
"random","5","20","95","2022-11-18","95","2022-11-18"
"random","5","21","100","2022-11-18","100","2022-11-18"
"random","5","22","107","2022-11-18","107","2022-11-18"
"random","5","23","119","2022-11-18","119","2022-11-18"
"random","5","24","124","2022-11-18","124","2022-11-18"
"random","5","25","127","2022-11-18","127","2022-11-18"
"random","5","26","134","2022-11-18","134","2022-11-18"
"random","5","27","136","2022-11-18","136","2022-11-18"
"random","5","28","145","2022-11-18","145","2022-11-18"
"random","5","29","154","2023-02-27","154","2023-02-27"
"random","5","30","166","2023-02-27","166","2022-11-30"
"random","5","31","169.765","2023-02-27","178","2022-11-30"
"random","5","32","178","2023-02-27","178","2022-11-30"
"random","6","1","4","2022-11-18","4","2022-11-18"
"random","6","2","6","2022-11-18","6","2022-11-18"
"random","6","3","16","2022-11-18","16","2022-11-18"
"random","6","4","23","2022-11-18","23","2022-11-18"
"random","6","5","27","2022-11-18","27","2022-11-18"
"random","6","6","29","2022-11-18","29","2022-11-18"
"random","6","7","34","2022-11-18","34","2022-11-18"
"random","6","8","39","2022-11-18","39","2022-11-18"
"random","6","9","42","2022-11-18","42","2022-11-18"
"random","6","10","46","2022-11-18","46","2022-11-18"
"random","6","11","49","2022-11-18","49","2022-11-18"
"random","6","12","54","2022-11-18","54","2022-11-18"
"random","6","13","61","2022-11-18","61","2022-11-18"
"random","6","14","64","2022-11-18","64","2022-11-18"
"random","6","15","73","2022-11-18","73","2022-11-18"
"random","6","16","83","2022-11-18","83","2022-11-18"
"random","6","17","94","2022-11-18","94","2022-11-18"
"random","6","18","96","2022-11-18","96","2022-11-18"
"random","6","19","103","2022-11-18","103","2022-11-18"
"random","6","20","109","2022-11-18","109","2022-11-18"
"random","6","21","116","2022-11-18","116","2022-11-18"
"random","6","22","126","2022-11-18","126","2022-11-18"
"random","6","23","132","2022-11-18","132","2022-11-18"
"random","6","24","143","2022-11-18","143","2022-11-18"
"random","6","25","149","2022-11-18","149","2022-11-18"
"random","6","26","152","2022-11-18","152","2022-11-18"
"random","6","27","159","2022-11-18","159","2022-11-18"
"random","6","28","164","2022-11-18","164","2022-11-18"
"random","6","29","168","2022-11-18","168","2022-11-18"
"random","6","30","173","2022-11-18","173","2022-11-18"
"random","6","31","177","2022-11-18","177","2022-11-18"
"random","6","32","183","2023-02-27","183","2023-02-27"
"random","7","1","8","2022-11-18","8","2022-11-18"
"random","7","2","13","2022-11-18","13","2022-11-18"
"random","7","3","18","2022-11-18","18","2022-11-18"
"random","7","4","23","2022-11-18","23","2022-11-18"
"random","7","5","27","2022-11-18","27","2022-11-18"
"random","7","6","32","2022-11-18","32","2022-11-18"
"random","7","7","33","2022-11-18","33","2022-11-18"
"random","7","8","37","2022-11-18","37","2022-11-18"
"random","7","9","44","2022-11-18","44","2022-11-18"
"random","7","10","49","2022-11-18","49","2022-11-18"
"random","7","11","52","2022-11-18","52","2022-11-18"
"random","7","12","55","2022-11-18","55","2022-11-18"
"random","7","13","68","2022-11-18","68","2022-11-18"
"random","7","14","75","2022-11-18","75","2022-11-18"
"random","7","15","82","2022-11-18","82","2022-11-18"
"random","7","16","86","2022-11-18","86","2022-11-18"
"random","7","17","94","2022-11-18","94","2022-11-18"
"random","7","18","96","2022-11-18","96","2022-11-18"
"random","7","19","102","2022-11-18","102","2022-11-18"
"random","7","20","103","2022-11-18","103","2022-11-18"
"random","7","21","107","2022-11-18","107","2022-11-18"
"random","7","22","113","2022-11-18","113","2022-11-18"
"random","7","23","121","2022-11-18","121","2022-11-18"
"random","7","24","127","2022-11-18","127","2022-11-18"
"random","7","25","132","2022-11-18","132","2022-11-18"
"random","7","26","137","2022-11-18","137","2022-11-18"
"random","7","27","141","2022-11-18","141","2022-11-18"
"random","7","28","152","2022-11-18","152","2022-11-18"
"random","7","29","155","2022-11-18","155","2022-11-18"
"random","7","30","160","2022-11-18","160","2022-11-18"
"random","7","31","166","2022-11-18","166","2022-11-18"
"random","7","32","178","2023-02-27","178","2023-02-27"
"random","8","1","6","2022-11-18","6","2022-11-18"
"random","8","2","12","2022-11-18","12","2022-11-18"
"random","8","3","16","2022-11-18","16","2022-11-18"
"random","8","4","23","2022-11-18","23","2022-11-18"
"random","8","5","28","2022-11-18","28","2022-11-18"
"random","8","6","32","2022-11-18","32","2022-11-18"
"random","8","7","35","2022-11-18","35","2022-11-18"
"random","8","8","44","2022-11-18","44","2022-11-18"
"random","8","9","49","2022-11-18","49","2022-11-18"
"random","8","10","51","2022-11-18","51","2022-11-18"
"random","8","11","57","2022-11-18","57","2022-11-18"
"random","8","12","59","2022-11-18","59","2022-11-18"
"random","8","13","60","2022-11-18","60","2022-11-18"
"random","8","14","63","2022-11-18","63","2022-11-18"
"random","8","15","69","2022-11-18","69","2022-11-18"
"random","8","16","76","2022-11-18","76","2022-11-18"
"random","8","17","78","2022-11-18","78","2022-11-18"
"random","8","18","92","2022-11-18","92","2022-11-18"
"random","8","19","98","2022-11-18","98","2022-11-18"
"random","8","20","102","2022-11-18","102","2022-11-18"
"random","8","21","109","2022-11-18","109","2022-11-18"
"random","8","22","118","2022-11-18","118","2022-11-18"
"random","8","23","123","2022-11-18","123","2022-11-18"
"random","8","24","133","2022-11-18","133","2022-11-18"
"random","8","25","141","2022-11-18","141","2022-11-18"
"random","8","26","148","2022-11-18","148","2022-11-18"
"random","8","27","153","2022-11-18","153","2022-11-18"
"random","8","28","161","2022-11-18","161","2022-11-18"
"random","8","29","169","2023-02-27","169","2023-02-27"
"random","8","30","179.362","2023-02-27","185","2022-11-30"
"random","8","31","181.149","2023-02-27","189","2022-11-30"
"random","8","32","158","2022-11-30","190","2022-11-30"
"random","9","1","6","2022-11-18","6","2022-11-18"
"random","9","2","10","2022-11-18","10","2022-11-18"
"random","9","3","12","2022-11-18","12","2022-11-18"
"random","9","4","22","2022-11-18","22","2022-11-18"
"random","9","5","33","2022-11-18","33","2022-11-18"
"random","9","6","39","2022-11-18","39","2022-11-18"
"random","9","7","42","2022-11-18","42","2022-11-18"
"random","9","8","47","2022-11-18","47","2022-11-18"
"random","9","9","55","2022-11-18","55","2022-11-18"
"random","9","10","61","2022-11-18","61","2022-11-18"
"random","9","11","66","2022-11-18","66","2022-11-18"
"random","9","12","73","2022-11-18","73","2022-11-18"
"random","9","13","83","2022-11-18","83","2022-11-18"
"random","9","14","87","2022-11-18","87","2022-11-18"
