"scen_type","type_id","agents","lower_cost","lower_date","solution_cost","solution_date"
"even","1","46","559","2023-02-27","559","2023-02-27"
"even","1","47","564","2023-02-27","564","2023-02-27"
"even","1","48","574","2023-02-27","574","2023-02-27"
"even","1","49","591","2023-02-27","591","2023-02-27"
"even","1","50","598","2023-02-27","598","2022-11-30"
"even","1","51","603","2023-02-27","603","2023-02-27"
"even","1","52","618","2023-02-27","618","2022-11-30"
"even","1","53","629","2023-02-27","629","2023-02-27"
"even","1","54","643","2023-02-27","643","2023-02-27"
"even","1","55","664","2023-02-27","664","2023-02-27"
"even","1","56","672","2023-02-27","672","2022-11-30"
"even","1","57","685","2023-03-07","685","2022-11-30"
"even","1","58","702","2023-02-27","702","2023-02-27"
"even","1","59","718","2023-02-27","718","2023-02-27"
"even","1","60","730","2023-02-27","730","2023-02-27"
"even","1","61","742","2023-02-27","742","2023-02-27"
"even","1","62","746","2023-03-07","746","2023-03-07"
"even","1","63","760","2023-03-07","760","2023-03-07"
"even","1","64","769","2023-03-07","769","2023-03-07"
"even","1","65","776","2023-03-07","776","2023-03-07"
"even","1","66","764","2022-11-30","794","2022-11-30"
"even","1","67","771","2022-11-30","802","2022-11-30"
"even","1","68","777","2022-11-30","812","2022-11-30"
"even","1","69","790","2022-11-30","823","2022-11-30"
"even","1","70","793","2022-11-30","836","2022-11-30"
"even","1","71","802","2022-11-30","848","2022-11-30"
"even","1","72","808","2022-11-30","850","2022-11-30"
"even","1","73","812","2022-11-30","865","2022-11-30"
"even","1","74","823","2022-11-30","878","2022-11-30"
"even","1","75","832","2022-11-30","889","2022-11-30"
"even","1","76","852","2022-11-30","903","2022-11-30"
"even","1","77","864","2022-11-30","917","2022-11-30"
"even","1","78","869","2022-11-30","926","2022-11-30"
"even","1","79","886","2022-11-30","952","2022-11-30"
"even","1","80","887","2022-11-30","948","2022-11-30"
"even","1","81","901","2022-11-30","969","2022-11-30"
"even","1","82","925","2022-11-30","988","2022-11-30"
"even","1","83","932","2022-11-30","1016","2022-11-30"
"even","1","84","950","2022-11-30","1018","2022-11-30"
"even","1","85","955","2022-11-30","1038","2022-11-30"
"even","1","86","956","2022-11-30","1039","2022-11-30"
"even","1","87","970","2022-11-30","1048","2022-11-30"
"even","1","88","978","2022-11-30","1067","2022-11-30"
"even","1","89","996","2022-11-30","1089","2022-11-30"
"even","1","90","1008","2022-11-30","1107","2022-11-30"
"even","1","91","1022","2022-11-30","1133","2022-11-30"
"even","1","92","1035","2022-11-30","1132","2022-11-30"
"even","1","93","1047","2022-11-30","1165","2022-11-30"
"even","1","94","1062","2022-11-30","1203","2022-11-30"
"even","1","95","1070","2022-11-30","1193","2022-11-30"
"even","1","96","1085","2022-11-30","1204","2022-11-30"
"even","1","97","1096","2022-11-30","1223","2022-11-30"
"even","1","98","1113","2022-11-30","1257","2022-11-30"
"even","1","99","1121","2022-11-30","1262","2022-11-30"
"even","1","100","1132","2022-11-30","1272","2022-11-30"
"even","1","101","1146","2022-11-30","1320","2022-11-30"
"even","1","102","1163","2022-11-30","1315","2022-11-30"
"even","1","103","1177","2022-11-30","1328","2022-11-30"
"even","1","104","1190","2022-11-30","1342","2022-11-30"
"even","1","105","1200","2022-11-30","1390","2022-11-30"
"even","1","106","1205","2022-11-30","1391","2022-11-30"
"even","1","107","1222","2022-11-30","1392","2022-11-30"
"even","1","108","1229","2022-11-30","1436","2022-11-30"
"even","1","109","1236","2022-11-30","1449","2022-11-30"
"even","1","110","1242","2022-11-30","1445","2022-11-30"
"even","1","111","1249","2022-11-30","1452","2022-11-30"
"even","1","112","1254","2022-11-30","1479","2022-11-30"
"even","1","113","1265","2022-11-30","1510","2022-11-30"
"even","1","114","1272","2022-11-30","1490","2022-11-30"
"even","1","115","1289","2022-11-30","1534","2022-11-30"
"even","1","116","1304","2022-11-30","1556","2022-11-30"
"even","1","117","1316","2022-11-30","1577","2022-11-30"
"even","1","118","1324","2022-11-30","1585","2022-11-30"
"even","1","119","1331","2022-11-30","1587","2022-11-30"
"even","1","120","1342","2022-11-30","1648","2022-11-30"
"even","1","121","1355","2022-11-30","1684","2022-11-30"
"even","1","122","1366","2022-11-30","1690","2022-11-30"
"even","1","123","1369","2022-11-30","1682","2022-11-30"
"even","1","124","1378","2022-11-30","1698","2022-11-30"
"even","1","125","1388","2022-11-30","1708","2022-11-30"
"even","1","126","1391","2022-11-30","1733","2022-11-30"
"even","1","127","1402","2022-11-30","1743","2022-11-30"
"even","1","128","1408","2022-11-30","1763","2022-11-30"
"even","2","1","6","2022-11-18","6","2022-11-18"
"even","2","2","17","2022-11-18","17","2022-11-18"
"even","2","3","26","2022-11-18","26","2022-11-18"
"even","2","4","33","2022-11-18","33","2022-11-18"
"even","2","5","45","2022-11-18","45","2022-11-18"
"even","2","6","62","2022-11-18","62","2022-11-18"
"even","2","7","83","2022-11-18","83","2022-11-18"
"even","2","8","90","2022-11-18","90","2022-11-18"
"even","2","9","106","2022-11-18","106","2022-11-18"
"even","2","10","122","2022-11-18","122","2022-11-18"
"even","2","11","128","2022-11-18","128","2022-11-18"
"even","2","12","154","2022-11-18","154","2022-11-18"
"even","2","13","175","2022-11-18","175","2022-11-18"
"even","2","14","180","2022-11-18","180","2022-11-18"
"even","2","15","195","2022-11-18","195","2022-11-18"
"even","2","16","202","2022-11-18","202","2022-11-18"
"even","2","17","219","2022-11-18","219","2022-11-18"
"even","2","18","231","2022-11-18","231","2022-11-18"
"even","2","19","245","2022-11-18","245","2022-11-18"
"even","2","20","259","2022-11-18","259","2022-11-18"
"even","2","21","271","2022-11-18","271","2022-11-18"
"even","2","22","280","2022-11-18","280","2022-11-18"
"even","2","23","294","2022-11-18","294","2022-11-18"
"even","2","24","304","2022-11-18","304","2022-11-18"
"even","2","25","313","2022-11-18","313","2022-11-18"
"even","2","26","324","2022-11-18","324","2022-11-18"
"even","2","27","332","2022-11-18","332","2022-11-18"
"even","2","28","344","2022-11-18","344","2022-11-18"
"even","2","29","345","2022-11-18","345","2022-11-18"
"even","2","30","355","2022-11-18","355","2022-11-18"
"even","2","31","363","2022-11-18","363","2022-11-18"
"even","2","32","365","2022-11-18","365","2022-11-18"
"even","2","33","376","2022-11-18","376","2022-11-18"
"even","2","34","381","2022-11-18","381","2022-11-18"
"even","2","35","394","2022-11-18","394","2022-11-18"
"even","2","36","417","2022-11-18","417","2022-11-18"
"even","2","37","421","2022-11-18","421","2022-11-18"
"even","2","38","439","2022-11-18","439","2022-11-18"
"even","2","39","459","2022-11-18","459","2022-11-18"
"even","2","40","476","2022-11-18","476","2022-11-18"
"even","2","41","492","2022-11-18","492","2022-11-18"
"even","2","42","502","2022-11-18","502","2022-11-18"
"even","2","43","515","2022-11-18","515","2022-11-18"
"even","2","44","537","2022-11-18","537","2022-11-18"
"even","2","45","553","2022-11-18","553","2022-11-18"
"even","2","46","571","2022-11-18","571","2022-11-18"
"even","2","47","576","2022-11-18","576","2022-11-18"
"even","2","48","589","2022-11-18","589","2022-11-18"
"even","2","49","601","2022-11-18","601","2022-11-18"
"even","2","50","615","2022-11-18","615","2022-11-18"
"even","2","51","631","2022-11-18","631","2022-11-18"
"even","2","52","635","2022-11-18","635","2022-11-18"
"even","2","53","650","2022-11-18","650","2022-11-18"
"even","2","54","662","2022-11-18","662","2022-11-18"
"even","2","55","675","2022-11-18","675","2022-11-18"
"even","2","56","691","2023-02-27","691","2023-02-27"
"even","2","57","703","2023-02-27","703","2023-02-27"
"even","2","58","713","2023-02-27","713","2023-02-27"
"even","2","59","717","2023-02-27","717","2023-02-27"
"even","2","60","734","2023-02-27","734","2023-02-27"
"even","2","61","737","2023-02-27","737","2023-02-27"
"even","2","62","753","2023-02-27","753","2023-02-27"
"even","2","63","770","2023-02-27","770","2023-02-27"
"even","2","64","782","2023-02-27","782","2023-02-27"
"even","2","65","796","2023-02-27","796","2023-02-27"
"even","2","66","808","2023-03-07","808","2023-03-07"
"even","2","67","823","2023-03-07","823","2023-03-07"
"even","2","68","819","2022-11-30","845","2022-11-30"
"even","2","69","842","2023-03-07","842","2023-03-07"
"even","2","70","852","2023-03-07","852","2023-03-07"
"even","2","71","843","2022-11-30","880","2022-11-30"
"even","2","72","872","2023-03-07","872","2023-03-07"
"even","2","73","860","2022-11-30","904","2022-11-30"
"even","2","74","876","2022-11-30","916","2022-11-30"
"even","2","75","882","2022-11-30","921","2022-11-30"
"even","2","76","897","2022-11-30","936","2022-11-30"
"even","2","77","914","2022-11-30","955","2022-11-30"
"even","2","78","924","2022-11-30","968","2022-11-30"
"even","2","79","936","2022-11-30","979","2022-11-30"
"even","2","80","954","2022-11-30","1012","2022-11-30"
"even","2","81","967","2022-11-30","1014","2022-11-30"
"even","2","82","982","2022-11-30","1033","2022-11-30"
"even","2","83","998","2022-11-30","1057","2022-11-30"
"even","2","84","1004","2022-11-30","1062","2022-11-30"
"even","2","85","1024","2022-11-30","1089","2022-11-30"
"even","2","86","1031","2022-11-30","1092","2022-11-30"
"even","2","87","1042","2022-11-30","1117","2022-11-30"
"even","2","88","1053","2022-11-30","1131","2022-11-30"
"even","2","89","1057","2022-11-30","1147","2022-11-30"
"even","2","90","1060","2022-11-30","1141","2022-11-30"
"even","2","91","1069","2022-11-30","1170","2022-11-30"
"even","2","92","1075","2022-11-30","1159","2022-11-30"
"even","2","93","1097","2022-11-30","1203","2022-11-30"
"even","2","94","1109","2022-11-30","1204","2022-11-30"
"even","2","95","1121","2022-11-30","1243","2022-11-30"
"even","2","96","1132","2022-11-30","1226","2022-11-30"
"even","2","97","1140","2022-11-30","1265","2022-11-30"
"even","2","98","1151","2022-11-30","1285","2022-11-30"
"even","2","99","1160","2022-11-30","1310","2022-11-30"
"even","2","100","1173","2022-11-30","1300","2022-11-30"
"even","2","101","1181","2022-11-30","1327","2022-11-30"
"even","2","102","1192","2022-11-30","1360","2022-11-30"
"even","2","103","1202","2022-11-30","1330","2022-11-30"
"even","2","104","1213","2022-11-30","1367","2022-11-30"
"even","2","105","1231","2022-11-30","1389","2022-11-30"
"even","2","106","1237","2022-11-30","1400","2022-11-30"
"even","2","107","1240","2022-11-30","1407","2022-11-30"
"even","2","108","1251","2022-11-30","1477","2022-11-30"
"even","2","109","1259","2022-11-30","1466","2022-11-30"
"even","2","110","1269","2022-11-30","1486","2022-11-30"
"even","2","111","1275","2022-11-30","1478","2022-11-30"
"even","2","112","1285","2022-11-30","1499","2022-11-30"
"even","2","113","1293","2022-11-30","1513","2022-11-30"
"even","2","114","1301","2022-11-30","1563","2022-11-30"
"even","2","115","1319","2022-11-30","1549","2022-11-30"
"even","2","116","1331","2022-11-30","1583","2022-11-30"
"even","2","117","1338","2022-11-30","1622","2022-11-30"
"even","2","118","1350","2022-11-30","1593","2022-11-30"
"even","2","119","1371","2022-11-30","1733","2022-11-30"
"even","2","120","1383","2022-11-30","1656","2022-11-30"
"even","2","121","1398","2022-11-30","1682","2022-11-30"
"even","2","122","1413","2022-11-30","1673","2022-11-30"
"even","2","123","1427","2022-11-30","1733","2022-11-30"
"even","2","124","1437","2022-11-30","1788","2022-11-30"
"even","2","125","1453","2022-11-30","1773","2022-11-30"
"even","2","126","1454","2022-11-30","1788","2022-11-30"
"even","2","127","1477","2022-11-30","1860","2022-11-30"
"even","2","128","1488","2022-11-30","1883","2022-11-30"
"even","3","1","17","2022-11-18","17","2022-11-18"
"even","3","2","25","2022-11-18","25","2022-11-18"
"even","3","3","34","2022-11-18","34","2022-11-18"
"even","3","4","42","2022-11-18","42","2022-11-18"
"even","3","5","50","2022-11-18","50","2022-11-18"
"even","3","6","53","2022-11-18","53","2022-11-18"
"even","3","7","71","2022-11-18","71","2022-11-18"
"even","3","8","89","2022-11-18","89","2022-11-18"
"even","3","9","107","2022-11-18","107","2022-11-18"
"even","3","10","120","2022-11-18","120","2022-11-18"
"even","3","11","142","2022-11-18","142","2022-11-18"
"even","3","12","157","2022-11-18","157","2022-11-18"
"even","3","13","173","2022-11-18","173","2022-11-18"
"even","3","14","183","2022-11-18","183","2022-11-18"
"even","3","15","188","2022-11-18","188","2022-11-18"
"even","3","16","200","2022-11-18","200","2022-11-18"
"even","3","17","213","2022-11-18","213","2022-11-18"
"even","3","18","218","2022-11-18","218","2022-11-18"
"even","3","19","228","2022-11-18","228","2022-11-18"
"even","3","20","238","2022-11-18","238","2022-11-18"
"even","3","21","244","2022-11-18","244","2022-11-18"
"even","3","22","256","2022-11-18","256","2022-11-18"
"even","3","23","273","2022-11-18","273","2022-11-18"
"even","3","24","281","2022-11-18","281","2022-11-18"
"even","3","25","286","2022-11-18","286","2022-11-18"
"even","3","26","295","2022-11-18","295","2022-11-18"
"even","3","27","310","2022-11-18","310","2022-11-18"
"even","3","28","320","2022-11-18","320","2022-11-18"
"even","3","29","332","2022-11-18","332","2022-11-18"
"even","3","30","356","2022-11-18","356","2022-11-18"
"even","3","31","364","2022-11-18","364","2022-11-18"
"even","3","32","376","2022-11-18","376","2022-11-18"
"even","3","33","389","2022-11-18","389","2022-11-18"
"even","3","34","399","2022-11-18","399","2022-11-18"
"even","3","35","407","2022-11-18","407","2022-11-18"
"even","3","36","418","2022-11-18","418","2022-11-18"
"even","3","37","434","2022-11-18","434","2022-11-18"
"even","3","38","453","2022-11-18","453","2022-11-18"
"even","3","39","461","2022-11-18","461","2022-11-18"
"even","3","40","473","2022-11-18","473","2022-11-18"
"even","3","41","480","2022-11-18","480","2022-11-18"
"even","3","42","496","2022-11-18","496","2022-11-18"
"even","3","43","504","2022-11-18","504","2022-11-18"
"even","3","44","521","2022-11-18","521","2022-11-18"
"even","3","45","523","2022-11-18","523","2022-11-18"
"even","3","46","529","2022-11-18","529","2022-11-18"
"even","3","47","543","2022-11-18","543","2022-11-18"
"even","3","48","550","2022-11-18","550","2022-11-18"
"even","3","49","561","2022-11-18","561","2022-11-18"
"even","3","50","585","2022-11-18","585","2022-11-18"
"even","3","51","589","2022-11-18","589","2022-11-18"
"even","3","52","600","2022-11-18","600","2022-11-18"
"even","3","53","610","2022-11-18","610","2022-11-18"
"even","3","54","622","2022-11-18","622","2022-11-18"
"even","3","55","625","2022-11-18","625","2022-11-18"
"even","3","56","631","2022-11-18","631","2022-11-18"
"even","3","57","646","2022-11-18","646","2022-11-18"
"even","3","58","671","2022-11-18","671","2022-11-18"
"even","3","59","682","2023-02-27","682","2023-02-27"
"even","3","60","687","2023-02-27","687","2023-02-27"
"even","3","61","695","2023-02-27","695","2023-02-27"
"even","3","62","706","2023-02-27","706","2023-02-27"
"even","3","63","723","2023-02-27","723","2023-02-27"
"even","3","64","744","2023-02-27","744","2023-02-27"
"even","3","65","752","2023-02-27","752","2023-02-27"
"even","3","66","761","2023-02-27","761","2023-02-27"
"even","3","67","769","2023-02-27","769","2023-02-27"
"even","3","68","787","2023-02-27","787","2023-02-27"
"even","3","69","795","2023-02-27","795","2023-02-27"
"even","3","70","802.911","2023-02-27","805","2022-11-30"
"even","3","71","820.531","2023-02-27","832","2022-11-30"
"even","3","72","798","2022-11-30","841","2022-11-30"
"even","3","73","800","2022-11-30","845","2022-11-30"
"even","3","74","816","2022-11-30","867","2022-11-30"
"even","3","75","819","2022-11-30","874","2022-11-30"
"even","3","76","828","2022-11-30","890","2022-11-30"
"even","3","77","836","2022-11-30","905","2022-11-30"
"even","3","78","843","2022-11-30","907","2022-11-30"
"even","3","79","852","2022-11-30","921","2022-11-30"
"even","3","80","860","2022-11-30","930","2022-11-30"
"even","3","81","871","2022-11-30","942","2022-11-30"
"even","3","82","878","2022-11-30","949","2022-11-30"
"even","3","83","885","2022-11-30","968","2022-11-30"
"even","3","84","897","2022-11-30","975","2022-11-30"
"even","3","85","904","2022-11-30","1006","2022-11-30"
"even","3","86","918","2022-11-30","1018","2022-11-30"
"even","3","87","932","2022-11-30","1039","2022-11-30"
"even","3","88","947","2022-11-30","1051","2022-11-30"
"even","3","89","962","2022-11-30","1079","2022-11-30"
"even","3","90","976","2022-11-30","1103","2022-11-30"
"even","3","91","987","2022-11-30","1129","2022-11-30"
"even","3","92","1001","2022-11-30","1151","2022-11-30"
"even","3","93","1012","2022-11-30","1155","2022-11-30"
"even","3","94","1016","2022-11-30","1182","2022-11-30"
"even","3","95","1034","2022-11-30","1210","2022-11-30"
"even","3","96","1045","2022-11-30","1207","2022-11-30"
"even","3","97","1047","2022-11-30","1230","2022-11-30"
"even","3","98","1058","2022-11-30","1253","2022-11-30"
"even","3","99","1072","2022-11-30","1229","2022-11-30"
"even","3","100","1090","2022-11-30","1288","2022-11-30"
"even","3","101","1102","2022-11-30","1282","2022-11-30"
"even","3","102","1110","2022-11-30","1323","2022-11-30"
"even","3","103","1118","2022-11-30","1347","2022-11-30"
"even","3","104","1132","2022-11-30","1379","2022-11-30"
"even","3","105","1138","2022-11-30","1401","2022-11-30"
"even","3","106","1150","2022-11-30","1418","2022-11-30"
"even","3","107","1164","2022-11-30","1433","2022-11-30"
"even","3","108","1170","2022-11-30","1455","2022-11-30"
"even","3","109","1177","2022-11-30","1453","2022-11-30"
"even","3","110","1187","2022-11-30","1478","2022-11-30"
"even","3","111","1204","2022-11-30","1475","2022-11-30"
"even","3","112","1225","2022-11-30","1497","2022-11-30"
"even","3","113","1238","2022-11-30","1529","2022-11-30"
"even","3","114","1248","2022-11-30","1559","2022-11-30"
"even","3","115","1261","2022-11-30","1617","2022-11-30"
"even","3","116","1267","2022-11-30","1617","2022-11-30"
"even","3","117","1279","2022-11-30","1621","2022-11-30"
"even","3","118","1298","2022-11-30","1644","2022-11-30"
"even","3","119","1307","2022-11-30","1682","2022-11-30"
"even","3","120","1320","2022-11-30","1776","2022-11-30"
"even","3","121","1328","2022-11-30","1728","2022-11-30"
"even","3","122","1342","2022-11-30","1764","2022-11-30"
"even","3","123","1351","2022-11-30","1756","2022-11-30"
"even","3","124","1365","2022-11-30","1782","2022-11-30"
"even","3","125","1371","2022-11-30","1814","2022-11-30"
"even","3","126","1385","2022-11-30","1811","2022-11-30"
"even","3","127","1391","2022-11-30","1872","2022-11-30"
"even","3","128","1408","2022-11-30","1902","2022-11-30"
"even","4","1","10","2022-11-18","10","2022-11-18"
"even","4","2","22","2022-11-18","22","2022-11-18"
"even","4","3","33","2022-11-18","33","2022-11-18"
"even","4","4","37","2022-11-18","37","2022-11-18"
"even","4","5","56","2022-11-18","56","2022-11-18"
"even","4","6","68","2022-11-18","68","2022-11-18"
"even","4","7","88","2022-11-18","88","2022-11-18"
"even","4","8","102","2022-11-18","102","2022-11-18"
"even","4","9","108","2022-11-18","108","2022-11-18"
"even","4","10","125","2022-11-18","125","2022-11-18"
"even","4","11","134","2022-11-18","134","2022-11-18"
"even","4","12","153","2022-11-18","153","2022-11-18"
"even","4","13","169","2022-11-18","169","2022-11-18"
"even","4","14","178","2022-11-18","178","2022-11-18"
"even","4","15","198","2022-11-18","198","2022-11-18"
"even","4","16","203","2022-11-18","203","2022-11-18"
"even","4","17","215","2022-11-18","215","2022-11-18"
"even","4","18","224","2022-11-18","224","2022-11-18"
"even","4","19","234","2022-11-18","234","2022-11-18"
"even","4","20","254","2022-11-18","254","2022-11-18"
"even","4","21","272","2022-11-18","272","2022-11-18"
"even","4","22","285","2022-11-18","285","2022-11-18"
"even","4","23","290","2022-11-18","290","2022-11-18"
"even","4","24","304","2022-11-18","304","2022-11-18"
"even","4","25","309","2022-11-18","309","2022-11-18"
"even","4","26","313","2022-11-18","313","2022-11-18"
"even","4","27","323","2022-11-18","323","2022-11-18"
"even","4","28","328","2022-11-18","328","2022-11-18"
"even","4","29","346","2022-11-18","346","2022-11-18"
"even","4","30","353","2022-11-18","353","2022-11-18"
"even","4","31","366","2022-11-18","366","2022-11-18"
"even","4","32","385","2022-11-18","385","2022-11-18"
"even","4","33","390","2022-11-18","390","2022-11-18"
"even","4","34","409","2022-11-18","409","2022-11-18"
"even","4","35","424","2022-11-18","424","2022-11-18"
"even","4","36","433","2022-11-18","433","2022-11-18"
"even","4","37","448","2022-11-18","448","2022-11-18"
"even","4","38","461","2022-11-18","461","2022-11-18"
"even","4","39","486","2022-11-18","486","2022-11-18"
"even","4","40","493","2022-11-18","493","2022-11-18"
"even","4","41","498","2022-11-18","498","2022-11-18"
"even","4","42","505","2022-11-18","505","2022-11-18"
"even","4","43","511","2022-11-18","511","2022-11-18"
"even","4","44","515","2022-11-18","515","2022-11-18"
"even","4","45","520","2022-11-18","520","2022-11-18"
"even","4","46","529","2022-11-18","529","2022-11-18"
"even","4","47","534","2022-11-18","534","2022-11-18"
"even","4","48","543","2022-11-18","543","2022-11-18"
"even","4","49","546","2022-11-18","546","2022-11-18"
"even","4","50","558","2022-11-18","558","2022-11-18"
"even","4","51","573","2022-11-18","573","2022-11-18"
"even","4","52","581","2022-11-18","581","2022-11-18"
"even","4","53","592","2022-11-18","592","2022-11-18"
"even","4","54","607","2022-11-18","607","2022-11-18"
"even","4","55","615","2022-11-18","615","2022-11-18"
"even","4","56","628","2022-11-18","628","2022-11-18"
"even","4","57","638","2023-02-27","638","2023-02-27"
"even","4","58","653","2023-02-27","653","2023-02-27"
"even","4","59","666","2023-02-27","666","2023-02-27"
"even","4","60","678","2023-02-27","678","2022-11-30"
"even","4","61","690","2023-03-07","690","2023-03-07"
"even","4","62","708","2023-03-07","708","2023-03-07"
"even","4","63","726","2023-03-07","726","2023-03-07"
"even","4","64","705","2022-11-30","736","2022-11-30"
"even","4","65","716","2022-11-30","749","2022-11-30"
"even","4","66","718","2022-11-30","754","2022-11-30"
"even","4","67","725","2022-11-30","760","2022-11-30"
"even","4","68","741","2022-11-30","777","2022-11-30"
"even","4","69","756","2022-11-30","791","2022-11-30"
"even","4","70","767","2022-11-30","802","2022-11-30"
"even","4","71","770","2022-11-30","807","2022-11-30"
"even","4","72","795","2022-11-30","836","2022-11-30"
"even","4","73","814","2022-11-30","854","2022-11-30"
"even","4","74","817","2022-11-30","862","2022-11-30"
"even","4","75","839","2022-11-30","879","2022-11-30"
"even","4","76","842","2022-11-30","884","2022-11-30"
"even","4","77","853","2022-11-30","903","2022-11-30"
"even","4","78","866","2022-11-30","911","2022-11-30"
"even","4","79","876","2022-11-30","929","2022-11-30"
"even","4","80","883","2022-11-30","938","2022-11-30"
"even","4","81","904","2022-11-30","972","2022-11-30"
"even","4","82","906","2022-11-30","972","2022-11-30"
"even","4","83","911","2022-11-30","969","2022-11-30"
"even","4","84","914","2022-11-30","969","2022-11-30"
"even","4","85","923","2022-11-30","988","2022-11-30"
"even","4","86","934","2022-11-30","1002","2022-11-30"
"even","4","87","944","2022-11-30","1021","2022-11-30"
"even","4","88","966","2022-11-30","1035","2022-11-30"
"even","4","89","972","2022-11-30","1038","2022-11-30"
"even","4","90","980","2022-11-30","1042","2022-11-30"
"even","4","91","992","2022-11-30","1065","2022-11-30"
"even","4","92","1003","2022-11-30","1085","2022-11-30"
"even","4","93","1012","2022-11-30","1085","2022-11-30"
"even","4","94","1033","2022-11-30","1117","2022-11-30"
"even","4","95","1040","2022-11-30","1136","2022-11-30"
"even","4","96","1051","2022-11-30","1150","2022-11-30"
"even","4","97","1057","2022-11-30","1141","2022-11-30"
"even","4","98","1065","2022-11-30","1154","2022-11-30"
"even","4","99","1082","2022-11-30","1188","2022-11-30"
"even","4","100","1092","2022-11-30","1201","2022-11-30"
"even","4","101","1109","2022-11-30","1231","2022-11-30"
"even","4","102","1114","2022-11-30","1234","2022-11-30"
"even","4","103","1120","2022-11-30","1248","2022-11-30"
"even","4","104","1123","2022-11-30","1266","2022-11-30"
"even","4","105","1140","2022-11-30","1287","2022-11-30"
"even","4","106","1152","2022-11-30","1331","2022-11-30"
"even","4","107","1158","2022-11-30","1327","2022-11-30"
"even","4","108","1168","2022-11-30","1334","2022-11-30"
"even","4","109","1179","2022-11-30","1366","2022-11-30"
"even","4","110","1184","2022-11-30","1380","2022-11-30"
"even","4","111","1189","2022-11-30","1370","2022-11-30"
"even","4","112","1209","2022-11-30","1426","2022-11-30"
"even","4","113","1230","2022-11-30","1445","2022-11-30"
"even","4","114","1252","2022-11-30","1461","2022-11-30"
"even","4","115","1272","2022-11-30","1471","2022-11-30"
"even","4","116","1287","2022-11-30","1518","2022-11-30"
"even","4","117","1299","2022-11-30","1543","2022-11-30"
"even","4","118","1305","2022-11-30","1541","2022-11-30"
"even","4","119","1315","2022-11-30","1590","2022-11-30"
"even","4","120","1326","2022-11-30","1593","2022-11-30"
"even","4","121","1340","2022-11-30","1660","2022-11-30"
"even","4","122","1343","2022-11-30","1651","2022-11-30"
"even","4","123","1351","2022-11-30","1650","2022-11-30"
"even","4","124","1364","2022-11-30","1647","2022-11-30"
"even","4","125","1366","2022-11-30","1684","2022-11-30"
"even","4","126","1370","2022-11-30","1715","2022-11-30"
"even","4","127","1375","2022-11-30","1761","2022-11-30"
"even","4","128","1386","2022-11-30","1778","2022-11-30"
"even","5","1","20","2022-11-18","20","2022-11-18"
"even","5","2","22","2022-11-18","22","2022-11-18"
"even","5","3","32","2022-11-18","32","2022-11-18"
"even","5","4","38","2022-11-18","38","2022-11-18"
"even","5","5","56","2022-11-18","56","2022-11-18"
"even","5","6","65","2022-11-18","65","2022-11-18"
"even","5","7","72","2022-11-18","72","2022-11-18"
"even","5","8","78","2022-11-18","78","2022-11-18"
"even","5","9","91","2022-11-18","91","2022-11-18"
"even","5","10","101","2022-11-18","101","2022-11-18"
